# Renewables.ninja Solar PV (Point API) - 31.626, -7.989 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Africa/Casablanca, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Africa/Casablanca"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""31.6258257"""," ""lon"": ""-7.9891608"""," ""date_from"": ""2015-01-01"""," ""date_to"": ""2015-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
2015/07/30 18:00,30/07/2015 19:00,0.044,0.002,0.066,34.293,,,,,,,,,,,,,
2015/07/30 19:00,30/07/2015 20:00,0,0,0.003,30.76,,,,,,,,,,,,,
2015/07/30 20:00,30/07/2015 21:00,0,0,0,27.99,,,,,,,,,,,,,
2015/07/30 21:00,30/07/2015 22:00,0,0,0,25.706,,,,,,,,,,,,,
2015/07/30 22:00,30/07/2015 23:00,0,0,0,24.001,,,,,,,,,,,,,
2015/07/30 23:00,31/07/2015 00:00,0,0,0,22.898,,,,,,,,,,,,,
2015/07/31 00:00,31/07/2015 01:00,0,0,0,22.358,,,,,,,,,,,,,
2015/07/31 01:00,31/07/2015 02:00,0,0,0,21.929,,,,,,,,,,,,,
2015/07/31 02:00,31/07/2015 03:00,0,0,0,21.628,,,,,,,,,,,,,
2015/07/31 03:00,31/07/2015 04:00,0,0,0,21.283,,,,,,,,,,,,,
2015/07/31 04:00,31/07/2015 05:00,0,0,0,20.784,,,,,,,,,,,,,
2015/07/31 05:00,31/07/2015 06:00,0,0,0.002,20.229,,,,,,,,,,,,,
2015/07/31 06:00,31/07/2015 07:00,0.038,0,0.058,20.88,,,,,,,,,,,,,
2015/07/31 07:00,31/07/2015 08:00,0.161,0.089,0.111,23.135,,,,,,,,,,,,,
2015/07/31 08:00,31/07/2015 09:00,0.338,0.295,0.118,26.443,,,,,,,,,,,,,
2015/07/31 09:00,31/07/2015 10:00,0.498,0.512,0.119,29.686,,,,,,,,,,,,,
2015/07/31 10:00,31/07/2015 11:00,0.61,0.683,0.123,32.352,,,,,,,,,,,,,
2015/07/31 11:00,31/07/2015 12:00,0.675,0.791,0.127,33.995,,,,,,,,,,,,,
2015/07/31 12:00,31/07/2015 13:00,0.7,0.842,0.125,35.114,,,,,,,,,,,,,
2015/07/31 13:00,31/07/2015 14:00,0.677,0.806,0.126,35.689,,,,,,,,,,,,,
2015/07/31 14:00,31/07/2015 15:00,0.608,0.695,0.125,35.746,,,,,,,,,,,,,
2015/07/31 15:00,31/07/2015 16:00,0.501,0.537,0.119,35.382,,,,,,,,,,,,,
2015/07/31 16:00,31/07/2015 17:00,0.355,0.343,0.109,34.444,,,,,,,,,,,,,
2015/07/31 17:00,31/07/2015 18:00,0.189,0.149,0.092,32.613,,,,,,,,,,,,,
2015/07/31 18:00,31/07/2015 19:00,0.041,0.005,0.059,29.746,,,,,,,,,,,,,
2015/07/31 19:00,31/07/2015 20:00,0,0,0.003,26.38,,,,,,,,,,,,,
2015/07/31 20:00,31/07/2015 21:00,0,0,0,23.866,,,,,,,,,,,,,
2015/07/31 21:00,31/07/2015 22:00,0,0,0,22.109,,,,,,,,,,,,,
2015/07/31 22:00,31/07/2015 23:00,0,0,0,21.024,,,,,,,,,,,,,
2015/07/31 23:00,01/08/2015 00:00,0,0,0,20.477,,,,,,,,,,,,,
2015/08/01 00:00,01/08/2015 01:00,0,0,0,20.194,,,,,,,,,,,,,
2015/08/01 01:00,01/08/2015 02:00,0,0,0,19.977,,,,,,,,,,,,,
2015/08/01 02:00,01/08/2015 03:00,0,0,0,19.672,,,,,,,,,,,,,
2015/08/01 03:00,01/08/2015 04:00,0,0,0,19.25,,,,,,,,,,,,,
2015/08/01 04:00,01/08/2015 05:00,0,0,0,18.902,,,,,,,,,,,,,
2015/08/01 05:00,01/08/2015 06:00,0,0,0.002,18.643,,,,,,,,,,,,,
2015/08/01 06:00,01/08/2015 07:00,0.037,0,0.057,19.6,,,,,,,,,,,,,
2015/08/01 07:00,01/08/2015 08:00,0.164,0.101,0.101,21.847,,,,,,,,,,,,,
2015/08/01 08:00,01/08/2015 09:00,0.358,0.336,0.099,25.262,,,,,,,,,,,,,
2015/08/01 09:00,01/08/2015 10:00,0.514,0.546,0.105,28.826,,,,,,,,,,,,,
2015/08/01 10:00,01/08/2015 11:00,0.624,0.715,0.111,31.882,,,,,,,,,,,,,
2015/08/01 11:00,01/08/2015 12:00,0.687,0.825,0.116,34.288,,,,,,,,,,,,,
2015/08/01 12:00,01/08/2015 13:00,0.704,0.859,0.119,35.748,,,,,,,,,,,,,
2015/08/01 13:00,01/08/2015 14:00,0.677,0.814,0.122,36.338,,,,,,,,,,,,,
2015/08/01 14:00,01/08/2015 15:00,0.614,0.712,0.118,36.1,,,,,,,,,,,,,
2015/08/01 15:00,01/08/2015 16:00,0.511,0.563,0.109,35.556,,,,,,,,,,,,,
2015/08/01 16:00,01/08/2015 17:00,0.363,0.362,0.1,34.667,,,,,,,,,,,,,
2015/08/01 17:00,01/08/2015 18:00,0.189,0.153,0.089,33.287,,,,,,,,,,,,,
2015/08/01 18:00,01/08/2015 19:00,0.041,0.005,0.059,31.269,,,,,,,,,,,,,
2015/08/01 19:00,01/08/2015 20:00,0,0,0.003,28.426,,,,,,,,,,,,,
2015/08/01 20:00,01/08/2015 21:00,0,0,0,26.171,,,,,,,,,,,,,
2015/08/01 21:00,01/08/2015 22:00,0,0,0,24.366,,,,,,,,,,,,,
2015/08/01 22:00,01/08/2015 23:00,0,0,0,23.096,,,,,,,,,,,,,
2015/08/01 23:00,02/08/2015 00:00,0,0,0,22.207,,,,,,,,,,,,,
2015/08/02 00:00,02/08/2015 01:00,0,0,0,21.577,,,,,,,,,,,,,
2015/08/02 01:00,02/08/2015 02:00,0,0,0,21.116,,,,,,,,,,,,,
2015/08/02 02:00,02/08/2015 03:00,0,0,0,20.693,,,,,,,,,,,,,
2015/08/02 03:00,02/08/2015 04:00,0,0,0,20.257,,,,,,,,,,,,,
2015/08/02 04:00,02/08/2015 05:00,0,0,0,19.818,,,,,,,,,,,,,
2015/08/02 05:00,02/08/2015 06:00,0,0,0.002,19.393,,,,,,,,,,,,,
2015/08/02 06:00,02/08/2015 07:00,0.037,0,0.056,20.157,,,,,,,,,,,,,
2015/08/02 07:00,02/08/2015 08:00,0.165,0.1,0.103,22.532,,,,,,,,,,,,,
2015/08/02 08:00,02/08/2015 09:00,0.348,0.316,0.108,26.039,,,,,,,,,,,,,
2015/08/02 09:00,02/08/2015 10:00,0.509,0.536,0.11,29.554,,,,,,,,,,,,,
2015/08/02 10:00,02/08/2015 11:00,0.624,0.715,0.113,32.33,,,,,,,,,,,,,
2015/08/02 11:00,02/08/2015 12:00,0.691,0.83,0.116,34.165,,,,,,,,,,,,,
2015/08/02 12:00,02/08/2015 13:00,0.712,0.871,0.119,35.381,,,,,,,,,,,,,
2015/08/02 13:00,02/08/2015 14:00,0.67,0.791,0.131,35.951,,,,,,,,,,,,,
2015/08/02 14:00,02/08/2015 15:00,0.601,0.679,0.131,36.012,,,,,,,,,,,,,
2015/08/02 15:00,02/08/2015 16:00,0.501,0.538,0.121,35.952,,,,,,,,,,,,,
2015/08/02 16:00,02/08/2015 17:00,0.34,0.31,0.124,35.133,,,,,,,,,,,,,
2015/08/02 17:00,02/08/2015 18:00,0.179,0.123,0.107,33.206,,,,,,,,,,,,,
2015/08/02 18:00,02/08/2015 19:00,0.042,0.004,0.062,30.368,,,,,,,,,,,,,
2015/08/02 19:00,02/08/2015 20:00,0,0,0.003,27.17,,,,,,,,,,,,,
2015/08/02 20:00,02/08/2015 21:00,0,0,0,24.792,,,,,,,,,,,,,
2015/08/02 21:00,02/08/2015 22:00,0,0,0,23.313,,,,,,,,,,,,,
2015/08/02 22:00,02/08/2015 23:00,0,0,0,22.456,,,,,,,,,,,,,
2015/08/02 23:00,03/08/2015 00:00,0,0,0,21.763,,,,,,,,,,,,,
2015/08/03 00:00,03/08/2015 01:00,0,0,0,21.132,,,,,,,,,,,,,
2015/08/03 01:00,03/08/2015 02:00,0,0,0,20.633,,,,,,,,,,,,,
2015/08/03 02:00,03/08/2015 03:00,0,0,0,20.22,,,,,,,,,,,,,
2015/08/03 03:00,03/08/2015 04:00,0,0,0,19.772,,,,,,,,,,,,,
2015/08/03 04:00,03/08/2015 05:00,0,0,0,19.276,,,,,,,,,,,,,
2015/08/03 05:00,03/08/2015 06:00,0,0,0.001,18.861,,,,,,,,,,,,,
2015/08/03 06:00,03/08/2015 07:00,0.036,0,0.055,19.679,,,,,,,,,,,,,
2015/08/03 07:00,03/08/2015 08:00,0.171,0.119,0.09,22.345,,,,,,,,,,,,,
2015/08/03 08:00,03/08/2015 09:00,0.357,0.337,0.098,25.932,,,,,,,,,,,,,
2015/08/03 09:00,03/08/2015 10:00,0.514,0.545,0.107,29.262,,,,,,,,,,,,,
2015/08/03 10:00,03/08/2015 11:00,0.622,0.71,0.115,32.401,,,,,,,,,,,,,
2015/08/03 11:00,03/08/2015 12:00,0.681,0.808,0.122,34.281,,,,,,,,,,,,,
2015/08/03 12:00,03/08/2015 13:00,0.703,0.851,0.124,35.445,,,,,,,,,,,,,
2015/08/03 13:00,03/08/2015 14:00,0.68,0.814,0.124,35.925,,,,,,,,,,,,,
2015/08/03 14:00,03/08/2015 15:00,0.614,0.708,0.122,35.725,,,,,,,,,,,,,
2015/08/03 15:00,03/08/2015 16:00,0.505,0.543,0.118,34.953,,,,,,,,,,,,,
2015/08/03 16:00,03/08/2015 17:00,0.352,0.331,0.115,33.778,,,,,,,,,,,,,
2015/08/03 17:00,03/08/2015 18:00,0.181,0.128,0.104,32.203,,,,,,,,,,,,,
2015/08/03 18:00,03/08/2015 19:00,0.042,0.003,0.062,30.217,,,,,,,,,,,,,
2015/08/03 19:00,03/08/2015 20:00,0,0,0.002,27.921,,,,,,,,,,,,,
2015/08/03 20:00,03/08/2015 21:00,0,0,0,26.26,,,,,,,,,,,,,
2015/08/03 21:00,03/08/2015 22:00,0,0,0,25.118,,,,,,,,,,,,,
2015/08/03 22:00,03/08/2015 23:00,0,0,0,24.196,,,,,,,,,,,,,
2015/08/03 23:00,04/08/2015 00:00,0,0,0,23.359,,,,,,,,,,,,,
2015/08/04 00:00,04/08/2015 01:00,0,0,0,22.637,,,,,,,,,,,,,
2015/08/04 01:00,04/08/2015 02:00,0,0,0,21.865,,,,,,,,,,,,,
2015/08/04 02:00,04/08/2015 03:00,0,0,0,21.117,,,,,,,,,,,,,
2015/08/04 03:00,04/08/2015 04:00,0,0,0,20.37,,,,,,,,,,,,,
2015/08/04 04:00,04/08/2015 05:00,0,0,0,19.795,,,,,,,,,,,,,
2015/08/04 05:00,04/08/2015 06:00,0,0,0.001,19.499,,,,,,,,,,,,,
2015/08/04 06:00,04/08/2015 07:00,0.036,0,0.056,20.629,,,,,,,,,,,,,
2015/08/04 07:00,04/08/2015 08:00,0.163,0.087,0.114,23.098,,,,,,,,,,,,,
2015/08/04 08:00,04/08/2015 09:00,0.334,0.278,0.13,27.175,,,,,,,,,,,,,
2015/08/04 09:00,04/08/2015 10:00,0.483,0.477,0.138,31.087,,,,,,,,,,,,,
2015/08/04 10:00,04/08/2015 11:00,0.591,0.642,0.144,34.161,,,,,,,,,,,,,
2015/08/04 11:00,04/08/2015 12:00,0.656,0.753,0.148,36.323,,,,,,,,,,,,,
2015/08/04 12:00,04/08/2015 13:00,0.664,0.761,0.16,37.585,,,,,,,,,,,,,
2015/08/04 13:00,04/08/2015 14:00,0.626,0.687,0.174,38.052,,,,,,,,,,,,,
2015/08/04 14:00,04/08/2015 15:00,0.559,0.578,0.177,37.973,,,,,,,,,,,,,
2015/08/04 15:00,04/08/2015 16:00,0.447,0.403,0.182,37.359,,,,,,,,,,,,,
2015/08/04 16:00,04/08/2015 17:00,0.285,0.177,0.188,36.223,,,,,,,,,,,,,
2015/08/04 17:00,04/08/2015 18:00,0.157,0.067,0.137,34.828,,,,,,,,,,,,,
2015/08/04 18:00,04/08/2015 19:00,0.041,0.002,0.063,32.752,,,,,,,,,,,,,
2015/08/04 19:00,04/08/2015 20:00,0,0,0.002,29.931,,,,,,,,,,,,,
2015/08/04 20:00,04/08/2015 21:00,0,0,0,27.749,,,,,,,,,,,,,
2015/08/04 21:00,04/08/2015 22:00,0,0,0,26.309,,,,,,,,,,,,,
2015/08/04 22:00,04/08/2015 23:00,0,0,0,25.419,,,,,,,,,,,,,
2015/08/04 23:00,05/08/2015 00:00,0,0,0,24.721,,,,,,,,,,,,,
2015/08/05 00:00,05/08/2015 01:00,0,0,0,24.326,,,,,,,,,,,,,
2015/08/05 01:00,05/08/2015 02:00,0,0,0,24.08,,,,,,,,,,,,,
2015/08/05 02:00,05/08/2015 03:00,0,0,0,23.855,,,,,,,,,,,,,
2015/08/05 03:00,05/08/2015 04:00,0,0,0,23.59,,,,,,,,,,,,,
2015/08/05 04:00,05/08/2015 05:00,0,0,0,23.232,,,,,,,,,,,,,
2015/08/05 05:00,05/08/2015 06:00,0,0,0.001,22.873,,,,,,,,,,,,,
2015/08/05 06:00,05/08/2015 07:00,0.036,0,0.056,24.07,,,,,,,,,,,,,
2015/08/05 07:00,05/08/2015 08:00,0.151,0.051,0.141,27.416,,,,,,,,,,,,,
2015/08/05 08:00,05/08/2015 09:00,0.299,0.186,0.188,31.382,,,,,,,,,,,,,
2015/08/05 09:00,05/08/2015 10:00,0.433,0.346,0.212,34.863,,,,,,,,,,,,,
2015/08/05 10:00,05/08/2015 11:00,0.526,0.467,0.234,37.409,,,,,,,,,,,,,
2015/08/05 11:00,05/08/2015 12:00,0.578,0.531,0.259,39.291,,,,,,,,,,,,,
2015/08/05 12:00,05/08/2015 13:00,0.503,0.33,0.347,40.017,,,,,,,,,,,,,
2015/08/05 13:00,05/08/2015 14:00,0.444,0.221,0.37,40.265,,,,,,,,,,,,,
2015/08/05 14:00,05/08/2015 15:00,0.374,0.143,0.349,40.075,,,,,,,,,,,,,
2015/08/05 15:00,05/08/2015 16:00,0.276,0.069,0.29,39.426,,,,,,,,,,,,,
2015/08/05 16:00,05/08/2015 17:00,0.181,0.029,0.209,38.409,,,,,,,,,,,,,
2015/08/05 17:00,05/08/2015 18:00,0.084,0.007,0.112,36.815,,,,,,,,,,,,,
2015/08/05 18:00,05/08/2015 19:00,0.018,0,0.035,34.59,,,,,,,,,,,,,
2015/08/05 19:00,05/08/2015 20:00,0,0,0.001,32.127,,,,,,,,,,,,,
2015/08/05 20:00,05/08/2015 21:00,0,0,0,30.704,,,,,,,,,,,,,
2015/08/05 21:00,05/08/2015 22:00,0,0,0,29.664,,,,,,,,,,,,,
2015/08/05 22:00,05/08/2015 23:00,0,0,0,28.652,,,,,,,,,,,,,
2015/08/05 23:00,06/08/2015 00:00,0,0,0,27.682,,,,,,,,,,,,,
2015/08/06 00:00,06/08/2015 01:00,0,0,0,26.952,,,,,,,,,,,,,
2015/08/06 01:00,06/08/2015 02:00,0,0,0,26.47,,,,,,,,,,,,,
2015/08/06 02:00,06/08/2015 03:00,0,0,0,26.034,,,,,,,,,,,,,
2015/08/06 03:00,06/08/2015 04:00,0,0,0,25.95,,,,,,,,,,,,,
2015/08/06 04:00,06/08/2015 05:00,0,0,0,26.076,,,,,,,,,,,,,
2015/08/06 05:00,06/08/2015 06:00,0,0,0.001,26.202,,,,,,,,,,,,,
2015/08/06 06:00,06/08/2015 07:00,0.024,0,0.042,27.418,,,,,,,,,,,,,
2015/08/06 07:00,06/08/2015 08:00,0.124,0.026,0.136,30.562,,,,,,,,,,,,,
2015/08/06 08:00,06/08/2015 09:00,0.263,0.131,0.202,34.12,,,,,,,,,,,,,
2015/08/06 09:00,06/08/2015 10:00,0.418,0.336,0.207,36.983,,,,,,,,,,,,,
2015/08/06 10:00,06/08/2015 11:00,0.558,0.578,0.179,39.18,,,,,,,,,,,,,
2015/08/06 11:00,06/08/2015 12:00,0.639,0.731,0.166,40.677,,,,,,,,,,,,,
2015/08/06 12:00,06/08/2015 13:00,0.633,0.701,0.19,41.451,,,,,,,,,,,,,
2015/08/06 13:00,06/08/2015 14:00,0.613,0.668,0.193,41.936,,,,,,,,,,,,,
2015/08/06 14:00,06/08/2015 15:00,0.534,0.525,0.208,41.938,,,,,,,,,,,,,
2015/08/06 15:00,06/08/2015 16:00,0.412,0.326,0.222,41.379,,,,,,,,,,,,,
2015/08/06 16:00,06/08/2015 17:00,0.273,0.15,0.207,40.145,,,,,,,,,,,,,
2015/08/06 17:00,06/08/2015 18:00,0.135,0.036,0.146,38.18,,,,,,,,,,,,,
2015/08/06 18:00,06/08/2015 19:00,0.03,0.001,0.05,35.37,,,,,,,,,,,,,
2015/08/06 19:00,06/08/2015 20:00,0,0,0.001,32.259,,,,,,,,,,,,,
2015/08/06 20:00,06/08/2015 21:00,0,0,0,29.76,,,,,,,,,,,,,
2015/08/06 21:00,06/08/2015 22:00,0,0,0,28.122,,,,,,,,,,,,,
2015/08/06 22:00,06/08/2015 23:00,0,0,0,27.416,,,,,,,,,,,,,
2015/08/06 23:00,07/08/2015 00:00,0,0,0,27.144,,,,,,,,,,,,,
2015/08/07 00:00,07/08/2015 01:00,0,0,0,26.95,,,,,,,,,,,,,
2015/08/07 01:00,07/08/2015 02:00,0,0,0,26.625,,,,,,,,,,,,,
2015/08/07 02:00,07/08/2015 03:00,0,0,0,26.276,,,,,,,,,,,,,
2015/08/07 03:00,07/08/2015 04:00,0,0,0,26.011,,,,,,,,,,,,,
2015/08/07 04:00,07/08/2015 05:00,0,0,0,25.76,,,,,,,,,,,,,
2015/08/07 05:00,07/08/2015 06:00,0,0,0,25.52,,,,,,,,,,,,,
2015/08/07 06:00,07/08/2015 07:00,0.01,0,0.023,25.87,,,,,,,,,,,,,
2015/08/07 07:00,07/08/2015 08:00,0.055,0.002,0.077,26.977,,,,,,,,,,,,,
2015/08/07 08:00,07/08/2015 09:00,0.131,0.009,0.16,28.285,,,,,,,,,,,,,
2015/08/07 09:00,07/08/2015 10:00,0.243,0.034,0.268,30.159,,,,,,,,,,,,,
2015/08/07 10:00,07/08/2015 11:00,0.381,0.119,0.361,32.323,,,,,,,,,,,,,
2015/08/07 11:00,07/08/2015 12:00,0.486,0.247,0.382,34.241,,,,,,,,,,,,,
2015/08/07 12:00,07/08/2015 13:00,0.54,0.345,0.37,35.621,,,,,,,,,,,,,
2015/08/07 13:00,07/08/2015 14:00,0.498,0.274,0.381,36.033,,,,,,,,,,,,,
2015/08/07 14:00,07/08/2015 15:00,0.37,0.111,0.363,35.371,,,,,,,,,,,,,
2015/08/07 15:00,07/08/2015 16:00,0.262,0.044,0.288,34.395,,,,,,,,,,,,,
2015/08/07 16:00,07/08/2015 17:00,0.14,0.011,0.172,33.086,,,,,,,,,,,,,
2015/08/07 17:00,07/08/2015 18:00,0.062,0.002,0.087,31.698,,,,,,,,,,,,,
2015/08/07 18:00,07/08/2015 19:00,0.013,0,0.028,30.23,,,,,,,,,,,,,
2015/08/07 19:00,07/08/2015 20:00,0,0,0.001,28.616,,,,,,,,,,,,,
2015/08/07 20:00,07/08/2015 21:00,0,0,0,27.334,,,,,,,,,,,,,
2015/08/07 21:00,07/08/2015 22:00,0,0,0,26.171,,,,,,,,,,,,,
2015/08/07 22:00,07/08/2015 23:00,0,0,0,25.292,,,,,,,,,,,,,
2015/08/07 23:00,08/08/2015 00:00,0,0,0,24.71,,,,,,,,,,,,,
2015/08/08 00:00,08/08/2015 01:00,0,0,0,24.212,,,,,,,,,,,,,
2015/08/08 01:00,08/08/2015 02:00,0,0,0,23.675,,,,,,,,,,,,,
2015/08/08 02:00,08/08/2015 03:00,0,0,0,23.026,,,,,,,,,,,,,
2015/08/08 03:00,08/08/2015 04:00,0,0,0,22.501,,,,,,,,,,,,,
2015/08/08 04:00,08/08/2015 05:00,0,0,0,22.106,,,,,,,,,,,,,
2015/08/08 05:00,08/08/2015 06:00,0,0,0.001,21.699,,,,,,,,,,,,,
2015/08/08 06:00,08/08/2015 07:00,0.032,0,0.051,22.553,,,,,,,,,,,,,
2015/08/08 07:00,08/08/2015 08:00,0.151,0.056,0.133,25.156,,,,,,,,,,,,,
2015/08/08 08:00,08/08/2015 09:00,0.311,0.216,0.167,28.686,,,,,,,,,,,,,
2015/08/08 09:00,08/08/2015 10:00,0.461,0.412,0.176,32.027,,,,,,,,,,,,,
2015/08/08 10:00,08/08/2015 11:00,0.575,0.589,0.175,35.087,,,,,,,,,,,,,
2015/08/08 11:00,08/08/2015 12:00,0.642,0.704,0.179,37.367,,,,,,,,,,,,,
2015/08/08 12:00,08/08/2015 13:00,0.619,0.629,0.222,38.605,,,,,,,,,,,,,
2015/08/08 13:00,08/08/2015 14:00,0.557,0.484,0.271,39.061,,,,,,,,,,,,,
2015/08/08 14:00,08/08/2015 15:00,0.426,0.242,0.318,38.708,,,,,,,,,,,,,
2015/08/08 15:00,08/08/2015 16:00,0.294,0.095,0.285,37.731,,,,,,,,,,,,,
2015/08/08 16:00,08/08/2015 17:00,0.194,0.042,0.21,36.606,,,,,,,,,,,,,
2015/08/08 17:00,08/08/2015 18:00,0.117,0.02,0.137,35.501,,,,,,,,,,,,,
2015/08/08 18:00,08/08/2015 19:00,0.036,0.001,0.057,33.49,,,,,,,,,,,,,
2015/08/08 19:00,08/08/2015 20:00,0,0,0.001,30.463,,,,,,,,,,,,,
2015/08/08 20:00,08/08/2015 21:00,0,0,0,28.696,,,,,,,,,,,,,
2015/08/08 21:00,08/08/2015 22:00,0,0,0,27.383,,,,,,,,,,,,,
2015/08/08 22:00,08/08/2015 23:00,0,0,0,26.503,,,,,,,,,,,,,
2015/08/08 23:00,09/08/2015 00:00,0,0,0,25.92,,,,,,,,,,,,,
2015/08/09 00:00,09/08/2015 01:00,0,0,0,25.542,,,,,,,,,,,,,
2015/08/09 01:00,09/08/2015 02:00,0,0,0,24.988,,,,,,,,,,,,,
2015/08/09 02:00,09/08/2015 03:00,0,0,0,24.528,,,,,,,,,,,,,
2015/08/09 03:00,09/08/2015 04:00,0,0,0,24.24,,,,,,,,,,,,,
2015/08/09 04:00,09/08/2015 05:00,0,0,0,24.009,,,,,,,,,,,,,
2015/08/09 05:00,09/08/2015 06:00,0,0,0.001,23.722,,,,,,,,,,,,,
2015/08/09 06:00,09/08/2015 07:00,0.034,0,0.054,24.36,,,,,,,,,,,,,
2015/08/09 07:00,09/08/2015 08:00,0.158,0.067,0.132,27.063,,,,,,,,,,,,,
2015/08/09 08:00,09/08/2015 09:00,0.316,0.222,0.17,30.297,,,,,,,,,,,,,
2015/08/09 09:00,09/08/2015 10:00,0.448,0.372,0.201,33.049,,,,,,,,,,,,,
2015/08/09 10:00,09/08/2015 11:00,0.538,0.48,0.23,35.342,,,,,,,,,,,,,
2015/08/09 11:00,09/08/2015 12:00,0.569,0.492,0.272,36.785,,,,,,,,,,,,,
2015/08/09 12:00,09/08/2015 13:00,0.546,0.407,0.324,37.451,,,,,,,,,,,,,
2015/08/09 13:00,09/08/2015 14:00,0.462,0.242,0.366,37.423,,,,,,,,,,,,,
2015/08/09 14:00,09/08/2015 15:00,0.358,0.115,0.347,36.966,,,,,,,,,,,,,
2015/08/09 15:00,09/08/2015 16:00,0.234,0.038,0.262,35.993,,,,,,,,,,,,,
2015/08/09 16:00,09/08/2015 17:00,0.14,0.013,0.171,34.698,,,,,,,,,,,,,
2015/08/09 17:00,09/08/2015 18:00,0.063,0.003,0.088,33.175,,,,,,,,,,,,,
2015/08/09 18:00,09/08/2015 19:00,0.014,0,0.029,31.497,,,,,,,,,,,,,
2015/08/09 19:00,09/08/2015 20:00,0,0,0.001,29.631,,,,,,,,,,,,,
2015/08/09 20:00,09/08/2015 21:00,0,0,0,28.58,,,,,,,,,,,,,
2015/08/09 21:00,09/08/2015 22:00,0,0,0,27.92,,,,,,,,,,,,,
2015/08/09 22:00,09/08/2015 23:00,0,0,0,27.383,,,,,,,,,,,,,
2015/08/09 23:00,10/08/2015 00:00,0,0,0,26.824,,,,,,,,,,,,,
2015/08/10 00:00,10/08/2015 01:00,0,0,0,26.527,,,,,,,,,,,,,
2015/08/10 01:00,10/08/2015 02:00,0,0,0,26.303,,,,,,,,,,,,,
2015/08/10 02:00,10/08/2015 03:00,0,0,0,26.196,,,,,,,,,,,,,
2015/08/10 03:00,10/08/2015 04:00,0,0,0,26.077,,,,,,,,,,,,,
2015/08/10 04:00,10/08/2015 05:00,0,0,0,25.788,,,,,,,,,,,,,
2015/08/10 05:00,10/08/2015 06:00,0,0,0,25.193,,,,,,,,,,,,,
2015/08/10 06:00,10/08/2015 07:00,0.03,0,0.049,26.003,,,,,,,,,,,,,
2015/08/10 07:00,10/08/2015 08:00,0.129,0.032,0.135,28.351,,,,,,,,,,,,,
2015/08/10 08:00,10/08/2015 09:00,0.279,0.152,0.196,30.727,,,,,,,,,,,,,
2015/08/10 09:00,10/08/2015 10:00,0.43,0.337,0.211,32.84,,,,,,,,,,,,,
2015/08/10 10:00,10/08/2015 11:00,0.532,0.471,0.226,34.439,,,,,,,,,,,,,
2015/08/10 11:00,10/08/2015 12:00,0.587,0.544,0.243,35.705,,,,,,,,,,,,,
2015/08/10 12:00,10/08/2015 13:00,0.6,0.556,0.254,36.606,,,,,,,,,,,,,
2015/08/10 13:00,10/08/2015 14:00,0.571,0.506,0.262,37.021,,,,,,,,,,,,,
2015/08/10 14:00,10/08/2015 15:00,0.498,0.385,0.272,36.91,,,,,,,,,,,,,
2015/08/10 15:00,10/08/2015 16:00,0.337,0.151,0.281,36.052,,,,,,,,,,,,,
2015/08/10 16:00,10/08/2015 17:00,0.225,0.067,0.221,35.081,,,,,,,,,,,,,
2015/08/10 17:00,10/08/2015 18:00,0.122,0.023,0.139,34.029,,,,,,,,,,,,,
2015/08/10 18:00,10/08/2015 19:00,0.031,0.001,0.051,32.676,,,,,,,,,,,,,
2015/08/10 19:00,10/08/2015 20:00,0,0,0.001,30.368,,,,,,,,,,,,,
2015/08/10 20:00,10/08/2015 21:00,0,0,0,29.024,,,,,,,,,,,,,
2015/08/10 21:00,10/08/2015 22:00,0,0,0,27.821,,,,,,,,,,,,,
2015/08/10 22:00,10/08/2015 23:00,0,0,0,26.893,,,,,,,,,,,,,
2015/08/10 23:00,11/08/2015 00:00,0,0,0,26.234,,,,,,,,,,,,,
2015/08/11 00:00,11/08/2015 01:00,0,0,0,25.652,,,,,,,,,,,,,
2015/08/11 01:00,11/08/2015 02:00,0,0,0,25.142,,,,,,,,,,,,,
2015/08/11 02:00,11/08/2015 03:00,0,0,0,24.843,,,,,,,,,,,,,
2015/08/11 03:00,11/08/2015 04:00,0,0,0,24.611,,,,,,,,,,,,,
2015/08/11 04:00,11/08/2015 05:00,0,0,0,24.309,,,,,,,,,,,,,
2015/08/11 05:00,11/08/2015 06:00,0,0,0,24.074,,,,,,,,,,,,,
2015/08/11 06:00,11/08/2015 07:00,0.032,0,0.051,25.287,,,,,,,,,,,,,
2015/08/11 07:00,11/08/2015 08:00,0.15,0.064,0.127,28.552,,,,,,,,,,,,,
