# Renewables.ninja Solar PV (Point API) - 31.626, -7.989 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Africa/Casablanca, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC, missing in binary flag,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Africa/Casablanca"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC"""," ""missing"": ""binary flag""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""31.6258257"""," ""lon"": ""-7.9891608"""," ""date_from"": ""2015-01-01"""," ""date_to"": ""2015-12-31"""," ""dataset"": ""sarah"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing,,,,,,,,,,,,,
2015/09/21 09:00,21/09/2015 10:00,0.476,0.479,0.122,30.011,0,,,,,,,,,,,,,
2015/09/21 10:00,21/09/2015 11:00,0.605,0.643,0.152,31.664,0,,,,,,,,,,,,,
2015/09/21 11:00,21/09/2015 12:00,0.689,0.765,0.169,32.884,0,,,,,,,,,,,,,
2015/09/21 12:00,21/09/2015 13:00,0.725,0.82,0.181,33.71,0,,,,,,,,,,,,,
2015/09/21 13:00,21/09/2015 14:00,0.705,0.772,0.198,34.16,0,,,,,,,,,,,,,
2015/09/21 14:00,21/09/2015 15:00,0.403,0.228,0.287,34.094,0,,,,,,,,,,,,,
2015/09/21 15:00,21/09/2015 16:00,0.402,0.217,0.295,33.547,0,,,,,,,,,,,,,
2015/09/21 16:00,21/09/2015 17:00,0.191,0.059,0.185,32.455,0,,,,,,,,,,,,,
2015/09/21 17:00,21/09/2015 18:00,0.108,0.029,0.115,31.111,0,,,,,,,,,,,,,
2015/09/21 18:00,21/09/2015 19:00,0.018,0.004,0.029,28.305,0,,,,,,,,,,,,,
2015/09/21 19:00,21/09/2015 20:00,0,0,0,25.983,0,,,,,,,,,,,,,
2015/09/21 20:00,21/09/2015 21:00,0,0,0,24.594,0,,,,,,,,,,,,,
2015/09/21 21:00,21/09/2015 22:00,0,0,0,23.737,0,,,,,,,,,,,,,
2015/09/21 22:00,21/09/2015 23:00,0,0,0,22.882,0,,,,,,,,,,,,,
2015/09/21 23:00,22/09/2015 00:00,0,0,0,21.97,0,,,,,,,,,,,,,
2015/09/22 00:00,22/09/2015 01:00,0,0,0,21.459,0,,,,,,,,,,,,,
2015/09/22 01:00,22/09/2015 02:00,0,0,0,21.188,0,,,,,,,,,,,,,
2015/09/22 02:00,22/09/2015 03:00,0,0,0,21.03,0,,,,,,,,,,,,,
2015/09/22 03:00,22/09/2015 04:00,0,0,0,20.791,0,,,,,,,,,,,,,
2015/09/22 04:00,22/09/2015 05:00,0,0,0,20.595,0,,,,,,,,,,,,,
2015/09/22 05:00,22/09/2015 06:00,0,0,0,20.487,0,,,,,,,,,,,,,
2015/09/22 06:00,22/09/2015 07:00,0,0.002,0.004,20.337,0,,,,,,,,,,,,,
2015/09/22 07:00,22/09/2015 08:00,0.103,0.09,0.044,23.635,0,,,,,,,,,,,,,
2015/09/22 08:00,22/09/2015 09:00,0.277,0.234,0.106,27.687,0,,,,,,,,,,,,,
2015/09/22 09:00,22/09/2015 10:00,0.424,0.354,0.179,30.653,0,,,,,,,,,,,,,
2015/09/22 10:00,22/09/2015 11:00,0.6,0.632,0.158,32.374,0,,,,,,,,,,,,,
2015/09/22 11:00,22/09/2015 12:00,0.682,0.749,0.178,33.613,0,,,,,,,,,,,,,
2015/09/22 12:00,22/09/2015 13:00,0.716,0.797,0.191,34.174,0,,,,,,,,,,,,,
2015/09/22 13:00,22/09/2015 14:00,0.704,0.771,0.199,34.34,0,,,,,,,,,,,,,
2015/09/22 14:00,22/09/2015 15:00,0.646,0.671,0.199,33.978,0,,,,,,,,,,,,,
2015/09/22 15:00,22/09/2015 16:00,0.514,0.453,0.216,33.895,0,,,,,,,,,,,,,
2015/09/22 16:00,22/09/2015 17:00,0.317,0.192,0.208,33.171,0,,,,,,,,,,,,,
2015/09/22 17:00,22/09/2015 18:00,0.136,0.05,0.127,31.805,0,,,,,,,,,,,,,
2015/09/22 18:00,22/09/2015 19:00,0.017,0.004,0.029,28.902,0,,,,,,,,,,,,,
2015/09/22 19:00,22/09/2015 20:00,0,0,0,27.695,0,,,,,,,,,,,,,
2015/09/22 20:00,22/09/2015 21:00,0,0,0,26.998,0,,,,,,,,,,,,,
2015/09/22 21:00,22/09/2015 22:00,0,0,0,26.017,0,,,,,,,,,,,,,
2015/09/22 22:00,22/09/2015 23:00,0,0,0,25.099,0,,,,,,,,,,,,,
2015/09/22 23:00,23/09/2015 00:00,0,0,0,24.32,0,,,,,,,,,,,,,
2015/09/23 00:00,23/09/2015 01:00,0,0,0,23.807,0,,,,,,,,,,,,,
2015/09/23 01:00,23/09/2015 02:00,0,0,0,23.306,0,,,,,,,,,,,,,
2015/09/23 02:00,23/09/2015 03:00,0,0,0,23.083,0,,,,,,,,,,,,,
2015/09/23 03:00,23/09/2015 04:00,0,0,0,22.988,0,,,,,,,,,,,,,
2015/09/23 04:00,23/09/2015 05:00,0,0,0,22.77,0,,,,,,,,,,,,,
2015/09/23 05:00,23/09/2015 06:00,0,0,0,22.421,0,,,,,,,,,,,,,
2015/09/23 06:00,23/09/2015 07:00,0,0,0.003,22.098,0,,,,,,,,,,,,,
2015/09/23 07:00,23/09/2015 08:00,0.044,0.009,0.057,22.984,0,,,,,,,,,,,,,
2015/09/23 08:00,23/09/2015 09:00,0.173,0.059,0.154,24.257,0,,,,,,,,,,,,,
2015/09/23 09:00,23/09/2015 10:00,0.344,0.185,0.233,25.544,0,,,,,,,,,,,,,
2015/09/23 10:00,23/09/2015 11:00,0.394,0.197,0.285,26.522,0,,,,,,,,,,,,,
2015/09/23 11:00,23/09/2015 12:00,0.349,0.092,0.335,27.183,0,,,,,,,,,,,,,
2015/09/23 12:00,23/09/2015 13:00,0.276,0.023,0.316,27.475,0,,,,,,,,,,,,,
2015/09/23 13:00,23/09/2015 14:00,0.258,0.022,0.295,27.417,0,,,,,,,,,,,,,
2015/09/23 14:00,23/09/2015 15:00,0.131,0.002,0.166,27.001,0,,,,,,,,,,,,,
2015/09/23 15:00,23/09/2015 16:00,0.261,0.072,0.247,26.642,0,,,,,,,,,,,,,
2015/09/23 16:00,23/09/2015 17:00,0.08,0.002,0.106,26.43,0,,,,,,,,,,,,,
2015/09/23 17:00,23/09/2015 18:00,0.08,0.014,0.094,25.305,0,,,,,,,,,,,,,
2015/09/23 18:00,23/09/2015 19:00,0.01,0.002,0.021,23.293,0,,,,,,,,,,,,,
2015/09/23 19:00,23/09/2015 20:00,0,0,0,21.942,0,,,,,,,,,,,,,
2015/09/23 20:00,23/09/2015 21:00,0,0,0,21.531,0,,,,,,,,,,,,,
2015/09/23 21:00,23/09/2015 22:00,0,0,0,20.967,0,,,,,,,,,,,,,
2015/09/23 22:00,23/09/2015 23:00,0,0,0,20.204,0,,,,,,,,,,,,,
2015/09/23 23:00,24/09/2015 00:00,0,0,0,19.571,0,,,,,,,,,,,,,
2015/09/24 00:00,24/09/2015 01:00,0,0,0,18.963,0,,,,,,,,,,,,,
2015/09/24 01:00,24/09/2015 02:00,0,0,0,18.881,0,,,,,,,,,,,,,
2015/09/24 02:00,24/09/2015 03:00,0,0,0,18.945,0,,,,,,,,,,,,,
2015/09/24 03:00,24/09/2015 04:00,0,0,0,19.155,0,,,,,,,,,,,,,
2015/09/24 04:00,24/09/2015 05:00,0,0,0,19.326,0,,,,,,,,,,,,,
2015/09/24 05:00,24/09/2015 06:00,0,0,0,19.104,0,,,,,,,,,,,,,
2015/09/24 06:00,24/09/2015 07:00,0,0.002,0.003,18.677,0,,,,,,,,,,,,,
2015/09/24 07:00,24/09/2015 08:00,0.11,0.101,0.038,19.935,0,,,,,,,,,,,,,
2015/09/24 08:00,24/09/2015 09:00,0.334,0.342,0.057,22.404,0,,,,,,,,,,,,,
2015/09/24 09:00,24/09/2015 10:00,0.444,0.388,0.157,24.973,0,,,,,,,,,,,,,
2015/09/24 10:00,24/09/2015 11:00,0.606,0.609,0.166,27.059,0,,,,,,,,,,,,,
2015/09/24 11:00,24/09/2015 12:00,0.685,0.703,0.197,28.115,0,,,,,,,,,,,,,
2015/09/24 12:00,24/09/2015 13:00,0.72,0.756,0.209,29.295,0,,,,,,,,,,,,,
2015/09/24 13:00,24/09/2015 14:00,0.697,0.708,0.226,30.566,0,,,,,,,,,,,,,
2015/09/24 14:00,24/09/2015 15:00,0.641,0.627,0.217,30.314,0,,,,,,,,,,,,,
2015/09/24 15:00,24/09/2015 16:00,0.469,0.332,0.258,29.482,0,,,,,,,,,,,,,
2015/09/24 16:00,24/09/2015 17:00,0.318,0.189,0.203,28.659,0,,,,,,,,,,,,,
2015/09/24 17:00,24/09/2015 18:00,0.172,0.093,0.123,27.566,0,,,,,,,,,,,,,
2015/09/24 18:00,24/09/2015 19:00,0.008,0.001,0.019,24.956,0,,,,,,,,,,,,,
2015/09/24 19:00,24/09/2015 20:00,0,0,0,23.178,0,,,,,,,,,,,,,
2015/09/24 20:00,24/09/2015 21:00,0,0,0,21.834,0,,,,,,,,,,,,,
2015/09/24 21:00,24/09/2015 22:00,0,0,0,20.582,0,,,,,,,,,,,,,
2015/09/24 22:00,24/09/2015 23:00,0,0,0,19.737,0,,,,,,,,,,,,,
2015/09/24 23:00,25/09/2015 00:00,0,0,0,19.176,0,,,,,,,,,,,,,
2015/09/25 00:00,25/09/2015 01:00,0,0,0,18.819,0,,,,,,,,,,,,,
2015/09/25 01:00,25/09/2015 02:00,0,0,0,18.518,0,,,,,,,,,,,,,
2015/09/25 02:00,25/09/2015 03:00,0,0,0,18.237,0,,,,,,,,,,,,,
2015/09/25 03:00,25/09/2015 04:00,0,0,0,18.064,0,,,,,,,,,,,,,
2015/09/25 04:00,25/09/2015 05:00,0,0,0,17.967,0,,,,,,,,,,,,,
2015/09/25 05:00,25/09/2015 06:00,0,0,0,17.805,0,,,,,,,,,,,,,
2015/09/25 06:00,25/09/2015 07:00,0,0.001,0.003,17.611,0,,,,,,,,,,,,,
2015/09/25 07:00,25/09/2015 08:00,0.108,0.098,0.039,19.74,0,,,,,,,,,,,,,
2015/09/25 08:00,25/09/2015 09:00,0.309,0.288,0.083,23.281,0,,,,,,,,,,,,,
2015/09/25 09:00,25/09/2015 10:00,0.486,0.482,0.121,26.181,0,,,,,,,,,,,,,
2015/09/25 10:00,25/09/2015 11:00,0.613,0.637,0.154,28.161,0,,,,,,,,,,,,,
2015/09/25 11:00,25/09/2015 12:00,0.686,0.721,0.19,29.54,0,,,,,,,,,,,,,
2015/09/25 12:00,25/09/2015 13:00,0.718,0.762,0.206,30.359,0,,,,,,,,,,,,,
2015/09/25 13:00,25/09/2015 14:00,0.713,0.758,0.203,30.688,0,,,,,,,,,,,,,
2015/09/25 14:00,25/09/2015 15:00,0.649,0.654,0.204,30.525,0,,,,,,,,,,,,,
2015/09/25 15:00,25/09/2015 16:00,0.532,0.478,0.202,29.914,0,,,,,,,,,,,,,
2015/09/25 16:00,25/09/2015 17:00,0.362,0.267,0.18,28.835,0,,,,,,,,,,,,,
2015/09/25 17:00,25/09/2015 18:00,0.172,0.092,0.123,27.222,0,,,,,,,,,,,,,
2015/09/25 18:00,25/09/2015 19:00,0.014,0.004,0.024,25.018,0,,,,,,,,,,,,,
2015/09/25 19:00,25/09/2015 20:00,0,0,0,23.052,0,,,,,,,,,,,,,
2015/09/25 20:00,25/09/2015 21:00,0,0,0,21.13,0,,,,,,,,,,,,,
2015/09/25 21:00,25/09/2015 22:00,0,0,0,19.723,0,,,,,,,,,,,,,
2015/09/25 22:00,25/09/2015 23:00,0,0,0,18.828,0,,,,,,,,,,,,,
2015/09/25 23:00,26/09/2015 00:00,0,0,0,18.339,0,,,,,,,,,,,,,
2015/09/26 00:00,26/09/2015 01:00,0,0,0,17.901,0,,,,,,,,,,,,,
2015/09/26 01:00,26/09/2015 02:00,0,0,0,17.527,0,,,,,,,,,,,,,
2015/09/26 02:00,26/09/2015 03:00,0,0,0,17.344,0,,,,,,,,,,,,,
2015/09/26 03:00,26/09/2015 04:00,0,0,0,17.079,0,,,,,,,,,,,,,
2015/09/26 04:00,26/09/2015 05:00,0,0,0,16.753,0,,,,,,,,,,,,,
2015/09/26 05:00,26/09/2015 06:00,0,0,0,16.658,0,,,,,,,,,,,,,
2015/09/26 06:00,26/09/2015 07:00,0,0.001,0.003,16.48,0,,,,,,,,,,,,,
2015/09/26 07:00,26/09/2015 08:00,0.101,0.084,0.045,18.178,0,,,,,,,,,,,,,
2015/09/26 08:00,26/09/2015 09:00,0.312,0.288,0.083,21.118,0,,,,,,,,,,,,,
2015/09/26 09:00,26/09/2015 10:00,0.494,0.487,0.118,23.826,0,,,,,,,,,,,,,
2015/09/26 10:00,26/09/2015 11:00,0.624,0.647,0.15,25.83,0,,,,,,,,,,,,,
2015/09/26 11:00,26/09/2015 12:00,0.696,0.728,0.186,27.39,0,,,,,,,,,,,,,
2015/09/26 12:00,26/09/2015 13:00,0.728,0.772,0.201,28.605,0,,,,,,,,,,,,,
2015/09/26 13:00,26/09/2015 14:00,0.721,0.769,0.197,29.248,0,,,,,,,,,,,,,
2015/09/26 14:00,26/09/2015 15:00,0.654,0.654,0.204,29.22,0,,,,,,,,,,,,,
2015/09/26 15:00,26/09/2015 16:00,0.538,0.487,0.197,28.683,0,,,,,,,,,,,,,
2015/09/26 16:00,26/09/2015 17:00,0.349,0.24,0.189,27.47,0,,,,,,,,,,,,,
2015/09/26 17:00,26/09/2015 18:00,0.125,0.042,0.118,25.81,0,,,,,,,,,,,,,
2015/09/26 18:00,26/09/2015 19:00,0.009,0.002,0.019,23.625,0,,,,,,,,,,,,,
2015/09/26 19:00,26/09/2015 20:00,0,0,0,21.783,0,,,,,,,,,,,,,
2015/09/26 20:00,26/09/2015 21:00,0,0,0,20.224,0,,,,,,,,,,,,,
2015/09/26 21:00,26/09/2015 22:00,0,0,0,18.909,0,,,,,,,,,,,,,
2015/09/26 22:00,26/09/2015 23:00,0,0,0,18.044,0,,,,,,,,,,,,,
2015/09/26 23:00,27/09/2015 00:00,0,0,0,17.423,0,,,,,,,,,,,,,
2015/09/27 00:00,27/09/2015 01:00,0,0,0,16.991,0,,,,,,,,,,,,,
2015/09/27 01:00,27/09/2015 02:00,0,0,0,16.716,0,,,,,,,,,,,,,
2015/09/27 02:00,27/09/2015 03:00,0,0,0,16.557,0,,,,,,,,,,,,,
2015/09/27 03:00,27/09/2015 04:00,0,0,0,16.407,0,,,,,,,,,,,,,
2015/09/27 04:00,27/09/2015 05:00,0,0,0,16.285,0,,,,,,,,,,,,,
2015/09/27 05:00,27/09/2015 06:00,0,0,0,16.082,0,,,,,,,,,,,,,
2015/09/27 06:00,27/09/2015 07:00,0,0,0.002,15.826,0,,,,,,,,,,,,,
2015/09/27 07:00,27/09/2015 08:00,0.066,0.039,0.05,18.026,0,,,,,,,,,,,,,
2015/09/27 08:00,27/09/2015 09:00,0.229,0.159,0.116,21.372,0,,,,,,,,,,,,,
2015/09/27 09:00,27/09/2015 10:00,0.439,0.385,0.15,24.45,0,,,,,,,,,,,,,
2015/09/27 10:00,27/09/2015 11:00,0.602,0.592,0.174,26.425,0,,,,,,,,,,,,,
2015/09/27 11:00,27/09/2015 12:00,0.666,0.642,0.224,27.25,0,,,,,,,,,,,,,
2015/09/27 12:00,27/09/2015 13:00,0.71,0.702,0.233,27.194,0,,,,,,,,,,,,,
2015/09/27 13:00,27/09/2015 14:00,0.636,0.533,0.285,26.641,0,,,,,,,,,,,,,
2015/09/27 14:00,27/09/2015 15:00,0.525,0.36,0.295,25.715,0,,,,,,,,,,,,,
2015/09/27 15:00,27/09/2015 16:00,0.248,0.036,0.265,24.857,0,,,,,,,,,,,,,
2015/09/27 16:00,27/09/2015 17:00,0.137,0.012,0.161,24.04,0,,,,,,,,,,,,,
2015/09/27 17:00,27/09/2015 18:00,0.064,0.004,0.084,23.312,0,,,,,,,,,,,,,
2015/09/27 18:00,27/09/2015 19:00,0.002,0,0.01,22.39,0,,,,,,,,,,,,,
2015/09/27 19:00,27/09/2015 20:00,0,0,0,21.628,0,,,,,,,,,,,,,
2015/09/27 20:00,27/09/2015 21:00,0,0,0,21.097,0,,,,,,,,,,,,,
2015/09/27 21:00,27/09/2015 22:00,0,0,0,20.644,0,,,,,,,,,,,,,
2015/09/27 22:00,27/09/2015 23:00,0,0,0,20.157,0,,,,,,,,,,,,,
2015/09/27 23:00,28/09/2015 00:00,0,0,0,19.598,0,,,,,,,,,,,,,
2015/09/28 00:00,28/09/2015 01:00,0,0,0,19.144,0,,,,,,,,,,,,,
2015/09/28 01:00,28/09/2015 02:00,0,0,0,18.809,0,,,,,,,,,,,,,
2015/09/28 02:00,28/09/2015 03:00,0,0,0,18.52,0,,,,,,,,,,,,,
2015/09/28 03:00,28/09/2015 04:00,0,0,0,18.27,0,,,,,,,,,,,,,
2015/09/28 04:00,28/09/2015 05:00,0,0,0,18.11,0,,,,,,,,,,,,,
2015/09/28 05:00,28/09/2015 06:00,0,0,0,18.001,0,,,,,,,,,,,,,
2015/09/28 06:00,28/09/2015 07:00,0,0.001,0.002,18.021,0,,,,,,,,,,,,,
2015/09/28 07:00,28/09/2015 08:00,0.041,0.011,0.05,18.839,0,,,,,,,,,,,,,
2015/09/28 08:00,28/09/2015 09:00,0.115,0.019,0.125,19.769,0,,,,,,,,,,,,,
2015/09/28 09:00,28/09/2015 10:00,0.281,0.109,0.223,20.391,0,,,,,,,,,,,,,
2015/09/28 10:00,28/09/2015 11:00,0.446,0.24,0.295,20.928,0,,,,,,,,,,,,,
2015/09/28 11:00,28/09/2015 12:00,0.495,0.245,0.356,21.905,0,,,,,,,,,,,,,
2015/09/28 12:00,28/09/2015 13:00,0.57,0.353,0.355,23.345,0,,,,,,,,,,,,,
2015/09/28 13:00,28/09/2015 14:00,0.339,0.082,0.326,23.84,0,,,,,,,,,,,,,
2015/09/28 14:00,28/09/2015 15:00,0.085,0,0.113,23.505,0,,,,,,,,,,,,,
2015/09/28 15:00,28/09/2015 16:00,0.061,0,0.085,22.791,0,,,,,,,,,,,,,
2015/09/28 16:00,28/09/2015 17:00,0.023,0,0.04,21.96,0,,,,,,,,,,,,,
2015/09/28 17:00,28/09/2015 18:00,0.015,0,0.03,20.993,0,,,,,,,,,,,,,
2015/09/28 18:00,28/09/2015 19:00,0,0,0.007,19.655,0,,,,,,,,,,,,,
2015/09/28 19:00,28/09/2015 20:00,0,0,0,19.006,0,,,,,,,,,,,,,
2015/09/28 20:00,28/09/2015 21:00,0,0,0,18.684,0,,,,,,,,,,,,,
2015/09/28 21:00,28/09/2015 22:00,0,0,0,18.139,0,,,,,,,,,,,,,
2015/09/28 22:00,28/09/2015 23:00,0,0,0,17.476,0,,,,,,,,,,,,,
2015/09/28 23:00,29/09/2015 00:00,0,0,0,16.85,0,,,,,,,,,,,,,
2015/09/29 00:00,29/09/2015 01:00,0,0,0,16.488,0,,,,,,,,,,,,,
2015/09/29 01:00,29/09/2015 02:00,0,0,0,16.26,0,,,,,,,,,,,,,
2015/09/29 02:00,29/09/2015 03:00,0,0,0,16.145,0,,,,,,,,,,,,,
2015/09/29 03:00,29/09/2015 04:00,0,0,0,16.045,0,,,,,,,,,,,,,
2015/09/29 04:00,29/09/2015 05:00,0,0,0,15.981,0,,,,,,,,,,,,,
2015/09/29 05:00,29/09/2015 06:00,0,0,0,15.902,0,,,,,,,,,,,,,
2015/09/29 06:00,29/09/2015 07:00,0,0.001,0.002,15.821,0,,,,,,,,,,,,,
2015/09/29 07:00,29/09/2015 08:00,0.051,0.018,0.054,17.555,0,,,,,,,,,,,,,
2015/09/29 08:00,29/09/2015 09:00,0.186,0.081,0.143,20.088,0,,,,,,,,,,,,,
2015/09/29 09:00,29/09/2015 10:00,0.421,0.326,0.181,22.408,0,,,,,,,,,,,,,
2015/09/29 10:00,29/09/2015 11:00,0.62,0.627,0.154,23.976,0,,,,,,,,,,,,,
2015/09/29 11:00,29/09/2015 12:00,0.662,0.618,0.231,25.155,0,,,,,,,,,,,,,
2015/09/29 12:00,29/09/2015 13:00,0.729,0.754,0.204,25.981,0,,,,,,,,,,,,,
2015/09/29 13:00,29/09/2015 14:00,0.602,0.486,0.28,26.438,0,,,,,,,,,,,,,
2015/09/29 14:00,29/09/2015 15:00,0.614,0.553,0.231,26.463,0,,,,,,,,,,,,,
2015/09/29 15:00,29/09/2015 16:00,0.498,0.395,0.225,26.186,0,,,,,,,,,,,,,
2015/09/29 16:00,29/09/2015 17:00,0.347,0.242,0.178,25.37,0,,,,,,,,,,,,,
2015/09/29 17:00,29/09/2015 18:00,0.158,0.083,0.113,23.854,0,,,,,,,,,,,,,
2015/09/29 18:00,29/09/2015 19:00,0.009,0.005,0.016,20.951,0,,,,,,,,,,,,,
2015/09/29 19:00,29/09/2015 20:00,0,0,0,19.502,0,,,,,,,,,,,,,
2015/09/29 20:00,29/09/2015 21:00,0,0,0,18.53,0,,,,,,,,,,,,,
2015/09/29 21:00,29/09/2015 22:00,0,0,0,17.564,0,,,,,,,,,,,,,
2015/09/29 22:00,29/09/2015 23:00,0,0,0,16.848,0,,,,,,,,,,,,,
2015/09/29 23:00,30/09/2015 00:00,0,0,0,16.196,0,,,,,,,,,,,,,
2015/09/30 00:00,30/09/2015 01:00,0,0,0,15.659,0,,,,,,,,,,,,,
2015/09/30 01:00,30/09/2015 02:00,0,0,0,15.328,0,,,,,,,,,,,,,
2015/09/30 02:00,30/09/2015 03:00,0,0,0,15.199,0,,,,,,,,,,,,,
2015/09/30 03:00,30/09/2015 04:00,0,0,0,15.036,0,,,,,,,,,,,,,
2015/09/30 04:00,30/09/2015 05:00,0,0,0,14.857,0,,,,,,,,,,,,,
2015/09/30 05:00,30/09/2015 06:00,0,0,0,14.601,0,,,,,,,,,,,,,
2015/09/30 06:00,30/09/2015 07:00,0,0.001,0.002,14.275,0,,,,,,,,,,,,,
2015/09/30 07:00,30/09/2015 08:00,0.105,0.093,0.039,16.332,0,,,,,,,,,,,,,
2015/09/30 08:00,30/09/2015 09:00,0.332,0.328,0.063,19.47,0,,,,,,,,,,,,,
2015/09/30 09:00,30/09/2015 10:00,0.525,0.556,0.085,22.158,0,,,,,,,,,,,,,
2015/09/30 10:00,30/09/2015 11:00,0.658,0.73,0.108,24.082,0,,,,,,,,,,,,,
2015/09/30 11:00,30/09/2015 12:00,0.414,0.399,0.107,25.668,0,,,,,,,,,,,,,
2015/09/30 12:00,30/09/2015 13:00,0.749,0.82,0.176,26.872,0,,,,,,,,,,,,,
2015/09/30 13:00,30/09/2015 14:00,0.712,0.733,0.209,27.659,0,,,,,,,,,,,,,
2015/09/30 14:00,30/09/2015 15:00,0.662,0.674,0.191,27.947,0,,,,,,,,,,,,,
2015/09/30 15:00,30/09/2015 16:00,0.544,0.503,0.185,27.735,0,,,,,,,,,,,,,
2015/09/30 16:00,30/09/2015 17:00,0.372,0.293,0.163,26.902,0,,,,,,,,,,,,,
2015/09/30 17:00,30/09/2015 18:00,0.157,0.081,0.115,25.275,0,,,,,,,,,,,,,
2015/09/30 18:00,30/09/2015 19:00,0.005,0.001,0.013,21.649,0,,,,,,,,,,,,,
2015/09/30 19:00,30/09/2015 20:00,0,0,0,19.889,0,,,,,,,,,,,,,
2015/09/30 20:00,30/09/2015 21:00,0,0,0,18.753,0,,,,,,,,,,,,,
2015/09/30 21:00,30/09/2015 22:00,0,0,0,17.899,0,,,,,,,,,,,,,
2015/09/30 22:00,30/09/2015 23:00,0,0,0,17.331,0,,,,,,,,,,,,,
2015/09/30 23:00,01/10/2015 00:00,0,0,0,16.738,0,,,,,,,,,,,,,
2015/10/01 00:00,01/10/2015 01:00,0,0,0,16.193,0,,,,,,,,,,,,,
2015/10/01 01:00,01/10/2015 02:00,0,0,0,15.723,0,,,,,,,,,,,,,
2015/10/01 02:00,01/10/2015 03:00,0,0,0,15.37,0,,,,,,,,,,,,,
2015/10/01 03:00,01/10/2015 04:00,0,0,0,15.176,0,,,,,,,,,,,,,
2015/10/01 04:00,01/10/2015 05:00,0,0,0,14.981,0,,,,,,,,,,,,,
2015/10/01 05:00,01/10/2015 06:00,0,0,0,14.822,0,,,,,,,,,,,,,
2015/10/01 06:00,01/10/2015 07:00,0,0,0.001,14.698,0,,,,,,,,,,,,,
2015/10/01 07:00,01/10/2015 08:00,0.049,0.042,0.028,16.835,0,,,,,,,,,,,,,
2015/10/01 08:00,01/10/2015 09:00,0.34,0.348,0.053,19.868,0,,,,,,,,,,,,,
2015/10/01 09:00,01/10/2015 10:00,0.53,0.581,0.071,23.132,0,,,,,,,,,,,,,
2015/10/01 10:00,01/10/2015 11:00,0.667,0.778,0.084,25.98,0,,,,,,,,,,,,,
2015/10/01 11:00,01/10/2015 12:00,0.734,0.856,0.121,27.528,0,,,,,,,,,,,,,
2015/10/01 12:00,01/10/2015 13:00,0.76,0.879,0.146,28.48,0,,,,,,,,,,,,,
2015/10/01 13:00,01/10/2015 14:00,0.738,0.832,0.163,29.255,0,,,,,,,,,,,,,
2015/10/01 14:00,01/10/2015 15:00,0.661,0.689,0.181,29.507,0,,,,,,,,,,,,,
2015/10/01 15:00,01/10/2015 16:00,0.524,0.47,0.195,29.123,0,,,,,,,,,,,,,
2015/10/01 16:00,01/10/2015 17:00,0.331,0.229,0.178,28.092,0,,,,,,,,,,,,,
2015/10/01 17:00,01/10/2015 18:00,0.146,0.072,0.112,25.885,0,,,,,,,,,,,,,
2015/10/01 18:00,01/10/2015 19:00,0.007,0.004,0.014,22.521,0,,,,,,,,,,,,,
2015/10/01 19:00,01/10/2015 20:00,0,0,0,21.352,0,,,,,,,,,,,,,
2015/10/01 20:00,01/10/2015 21:00,0,0,0,20.469,0,,,,,,,,,,,,,
2015/10/01 21:00,01/10/2015 22:00,0,0,0,19.894,0,,,,,,,,,,,,,
2015/10/01 22:00,01/10/2015 23:00,0,0,0,19.452,0,,,,,,,,,,,,,
2015/10/01 23:00,02/10/2015 00:00,0,0,0,19.019,0,,,,,,,,,,,,,
2015/10/02 00:00,02/10/2015 01:00,0,0,0,18.651,0,,,,,,,,,,,,,
2015/10/02 01:00,02/10/2015 02:00,0,0,0,18.328,0,,,,,,,,,,,,,
2015/10/02 02:00,02/10/2015 03:00,0,0,0,18.056,0,,,,,,,,,,,,,
2015/10/02 03:00,02/10/2015 04:00,0,0,0,17.821,0,,,,,,,,,,,,,
2015/10/02 04:00,02/10/2015 05:00,0,0,0,17.704,0,,,,,,,,,,,,,
2015/10/02 05:00,02/10/2015 06:00,0,0,0,17.64,0,,,,,,,,,,,,,
2015/10/02 06:00,02/10/2015 07:00,0,0,0,17.598,0,,,,,,,,,,,,,
2015/10/02 07:00,02/10/2015 08:00,0.051,0.02,0.052,18.526,0,,,,,,,,,,,,,
2015/10/02 08:00,02/10/2015 09:00,0.257,0.186,0.119,20.549,0,,,,,,,,,,,,,
2015/10/02 09:00,02/10/2015 10:00,0.344,0.225,0.187,22.735,0,,,,,,,,,,,,,
2015/10/02 10:00,02/10/2015 11:00,0.603,0.61,0.153,25.504,0,,,,,,,,,,,,,
2015/10/02 11:00,02/10/2015 12:00,0.723,0.821,0.139,27.763,0,,,,,,,,,,,,,
