# Renewables.ninja Solar PV (Point API) - 37.970, 23.726 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Athens, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Athens"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""37.9703"""," ""lon"": ""23.7264"""," ""date_from"": ""2015-01-01"""," ""date_to"": ""2015-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
2015/07/12 23:00,2015/07/13 02:00,0,0,0,19.955,,,,,,,,,,,,,
2015/07/13 00:00,2015/07/13 03:00,0,0,0,19.837,,,,,,,,,,,,,
2015/07/13 01:00,2015/07/13 04:00,0,0,0,19.719,,,,,,,,,,,,,
2015/07/13 02:00,2015/07/13 05:00,0,0,0,19.57,,,,,,,,,,,,,
2015/07/13 03:00,2015/07/13 06:00,0.008,0,0.018,19.823,,,,,,,,,,,,,
2015/07/13 04:00,2015/07/13 07:00,0.047,0.009,0.059,21.989,,,,,,,,,,,,,
2015/07/13 05:00,2015/07/13 08:00,0.207,0.181,0.073,23.859,,,,,,,,,,,,,
2015/07/13 06:00,2015/07/13 09:00,0.375,0.381,0.082,25.58,,,,,,,,,,,,,
2015/07/13 07:00,2015/07/13 10:00,0.513,0.565,0.09,27.032,,,,,,,,,,,,,
2015/07/13 08:00,2015/07/13 11:00,0.611,0.709,0.096,28.023,,,,,,,,,,,,,
2015/07/13 09:00,2015/07/13 12:00,0.667,0.8,0.1,28.69,,,,,,,,,,,,,
2015/07/13 10:00,2015/07/13 13:00,0.682,0.824,0.103,29.077,,,,,,,,,,,,,
2015/07/13 11:00,2015/07/13 14:00,0.657,0.784,0.103,29.203,,,,,,,,,,,,,
2015/07/13 12:00,2015/07/13 15:00,0.598,0.695,0.097,29.16,,,,,,,,,,,,,
2015/07/13 13:00,2015/07/13 16:00,0.494,0.543,0.091,28.908,,,,,,,,,,,,,
2015/07/13 14:00,2015/07/13 17:00,0.353,0.357,0.084,28.343,,,,,,,,,,,,,
2015/07/13 15:00,2015/07/13 18:00,0.189,0.162,0.075,27.599,,,,,,,,,,,,,
2015/07/13 16:00,2015/07/13 19:00,0.045,0.009,0.058,26.588,,,,,,,,,,,,,
2015/07/13 17:00,2015/07/13 20:00,0.003,0,0.012,24.598,,,,,,,,,,,,,
2015/07/13 18:00,2015/07/13 21:00,0,0,0,23.114,,,,,,,,,,,,,
2015/07/13 19:00,2015/07/13 22:00,0,0,0,22.307,,,,,,,,,,,,,
2015/07/13 20:00,2015/07/13 23:00,0,0,0,21.701,,,,,,,,,,,,,
2015/07/13 21:00,2015/07/14 00:00,0,0,0,21.292,,,,,,,,,,,,,
2015/07/13 22:00,2015/07/14 01:00,0,0,0,20.946,,,,,,,,,,,,,
2015/07/13 23:00,2015/07/14 02:00,0,0,0,20.631,,,,,,,,,,,,,
2015/07/14 00:00,2015/07/14 03:00,0,0,0,20.373,,,,,,,,,,,,,
2015/07/14 01:00,2015/07/14 04:00,0,0,0,20.155,,,,,,,,,,,,,
2015/07/14 02:00,2015/07/14 05:00,0,0,0,19.996,,,,,,,,,,,,,
2015/07/14 03:00,2015/07/14 06:00,0.007,0,0.018,20.204,,,,,,,,,,,,,
2015/07/14 04:00,2015/07/14 07:00,0.047,0.008,0.06,22.344,,,,,,,,,,,,,
2015/07/14 05:00,2015/07/14 08:00,0.206,0.178,0.075,24.645,,,,,,,,,,,,,
2015/07/14 06:00,2015/07/14 09:00,0.371,0.375,0.085,26.801,,,,,,,,,,,,,
2015/07/14 07:00,2015/07/14 10:00,0.506,0.555,0.094,28.274,,,,,,,,,,,,,
2015/07/14 08:00,2015/07/14 11:00,0.601,0.695,0.102,29.419,,,,,,,,,,,,,
2015/07/14 09:00,2015/07/14 12:00,0.651,0.773,0.109,30.235,,,,,,,,,,,,,
2015/07/14 10:00,2015/07/14 13:00,0.666,0.799,0.112,30.734,,,,,,,,,,,,,
2015/07/14 11:00,2015/07/14 14:00,0.642,0.76,0.111,30.938,,,,,,,,,,,,,
2015/07/14 12:00,2015/07/14 15:00,0.58,0.665,0.107,30.869,,,,,,,,,,,,,
2015/07/14 13:00,2015/07/14 16:00,0.478,0.516,0.102,30.536,,,,,,,,,,,,,
2015/07/14 14:00,2015/07/14 17:00,0.338,0.329,0.097,29.934,,,,,,,,,,,,,
2015/07/14 15:00,2015/07/14 18:00,0.182,0.144,0.087,29.157,,,,,,,,,,,,,
2015/07/14 16:00,2015/07/14 19:00,0.048,0.007,0.064,28.1,,,,,,,,,,,,,
2015/07/14 17:00,2015/07/14 20:00,0.003,0,0.011,26.211,,,,,,,,,,,,,
2015/07/14 18:00,2015/07/14 21:00,0,0,0,24.782,,,,,,,,,,,,,
2015/07/14 19:00,2015/07/14 22:00,0,0,0,23.999,,,,,,,,,,,,,
2015/07/14 20:00,2015/07/14 23:00,0,0,0,23.233,,,,,,,,,,,,,
2015/07/14 21:00,2015/07/15 00:00,0,0,0,22.614,,,,,,,,,,,,,
2015/07/14 22:00,2015/07/15 01:00,0,0,0,22.202,,,,,,,,,,,,,
2015/07/14 23:00,2015/07/15 02:00,0,0,0,22,,,,,,,,,,,,,
2015/07/15 00:00,2015/07/15 03:00,0,0,0,21.943,,,,,,,,,,,,,
2015/07/15 01:00,2015/07/15 04:00,0,0,0,21.823,,,,,,,,,,,,,
2015/07/15 02:00,2015/07/15 05:00,0,0,0,21.62,,,,,,,,,,,,,
2015/07/15 03:00,2015/07/15 06:00,0.007,0,0.018,21.717,,,,,,,,,,,,,
2015/07/15 04:00,2015/07/15 07:00,0.051,0.007,0.067,23.227,,,,,,,,,,,,,
2015/07/15 05:00,2015/07/15 08:00,0.201,0.166,0.082,24.888,,,,,,,,,,,,,
2015/07/15 06:00,2015/07/15 09:00,0.367,0.362,0.09,26.203,,,,,,,,,,,,,
2015/07/15 07:00,2015/07/15 10:00,0.504,0.544,0.098,27.153,,,,,,,,,,,,,
2015/07/15 08:00,2015/07/15 11:00,0.602,0.687,0.104,27.886,,,,,,,,,,,,,
2015/07/15 09:00,2015/07/15 12:00,0.661,0.779,0.108,28.336,,,,,,,,,,,,,
2015/07/15 10:00,2015/07/15 13:00,0.677,0.806,0.11,28.531,,,,,,,,,,,,,
2015/07/15 11:00,2015/07/15 14:00,0.655,0.77,0.109,28.536,,,,,,,,,,,,,
2015/07/15 12:00,2015/07/15 15:00,0.589,0.666,0.107,28.372,,,,,,,,,,,,,
2015/07/15 13:00,2015/07/15 16:00,0.488,0.523,0.1,28.046,,,,,,,,,,,,,
2015/07/15 14:00,2015/07/15 17:00,0.35,0.345,0.09,27.488,,,,,,,,,,,,,
2015/07/15 15:00,2015/07/15 18:00,0.189,0.158,0.078,26.736,,,,,,,,,,,,,
2015/07/15 16:00,2015/07/15 19:00,0.046,0.009,0.059,25.804,,,,,,,,,,,,,
2015/07/15 17:00,2015/07/15 20:00,0.003,0,0.011,24.541,,,,,,,,,,,,,
2015/07/15 18:00,2015/07/15 21:00,0,0,0,23.3,,,,,,,,,,,,,
2015/07/15 19:00,2015/07/15 22:00,0,0,0,22.476,,,,,,,,,,,,,
2015/07/15 20:00,2015/07/15 23:00,0,0,0,21.996,,,,,,,,,,,,,
2015/07/15 21:00,2015/07/16 00:00,0,0,0,21.758,,,,,,,,,,,,,
2015/07/15 22:00,2015/07/16 01:00,0,0,0,21.643,,,,,,,,,,,,,
2015/07/15 23:00,2015/07/16 02:00,0,0,0,21.537,,,,,,,,,,,,,
2015/07/16 00:00,2015/07/16 03:00,0,0,0,21.444,,,,,,,,,,,,,
2015/07/16 01:00,2015/07/16 04:00,0,0,0,21.342,,,,,,,,,,,,,
2015/07/16 02:00,2015/07/16 05:00,0,0,0,21.414,,,,,,,,,,,,,
2015/07/16 03:00,2015/07/16 06:00,0.007,0,0.017,21.714,,,,,,,,,,,,,
2015/07/16 04:00,2015/07/16 07:00,0.046,0.008,0.06,23.712,,,,,,,,,,,,,
2015/07/16 05:00,2015/07/16 08:00,0.203,0.175,0.075,25.517,,,,,,,,,,,,,
2015/07/16 06:00,2015/07/16 09:00,0.369,0.372,0.086,26.96,,,,,,,,,,,,,
2015/07/16 07:00,2015/07/16 10:00,0.505,0.553,0.094,28.012,,,,,,,,,,,,,
2015/07/16 08:00,2015/07/16 11:00,0.602,0.695,0.101,28.759,,,,,,,,,,,,,
2015/07/16 09:00,2015/07/16 12:00,0.656,0.779,0.107,29.244,,,,,,,,,,,,,
2015/07/16 10:00,2015/07/16 13:00,0.675,0.81,0.107,29.507,,,,,,,,,,,,,
2015/07/16 11:00,2015/07/16 14:00,0.654,0.779,0.105,29.576,,,,,,,,,,,,,
2015/07/16 12:00,2015/07/16 15:00,0.596,0.691,0.099,29.454,,,,,,,,,,,,,
2015/07/16 13:00,2015/07/16 16:00,0.495,0.545,0.091,29.104,,,,,,,,,,,,,
2015/07/16 14:00,2015/07/16 17:00,0.356,0.363,0.082,28.511,,,,,,,,,,,,,
2015/07/16 15:00,2015/07/16 18:00,0.191,0.168,0.071,27.773,,,,,,,,,,,,,
2015/07/16 16:00,2015/07/16 19:00,0.043,0.01,0.055,26.881,,,,,,,,,,,,,
2015/07/16 17:00,2015/07/16 20:00,0.003,0,0.011,25.657,,,,,,,,,,,,,
2015/07/16 18:00,2015/07/16 21:00,0,0,0,24.573,,,,,,,,,,,,,
2015/07/16 19:00,2015/07/16 22:00,0,0,0,23.876,,,,,,,,,,,,,
2015/07/16 20:00,2015/07/16 23:00,0,0,0,23.473,,,,,,,,,,,,,
2015/07/16 21:00,2015/07/17 00:00,0,0,0,23.563,,,,,,,,,,,,,
2015/07/16 22:00,2015/07/17 01:00,0,0,0,23.245,,,,,,,,,,,,,
2015/07/16 23:00,2015/07/17 02:00,0,0,0,22.828,,,,,,,,,,,,,
2015/07/17 00:00,2015/07/17 03:00,0,0,0,22.429,,,,,,,,,,,,,
2015/07/17 01:00,2015/07/17 04:00,0,0,0,22.135,,,,,,,,,,,,,
2015/07/17 02:00,2015/07/17 05:00,0,0,0,21.769,,,,,,,,,,,,,
2015/07/17 03:00,2015/07/17 06:00,0.006,0,0.017,21.891,,,,,,,,,,,,,
2015/07/17 04:00,2015/07/17 07:00,0.046,0.007,0.06,23.01,,,,,,,,,,,,,
2015/07/17 05:00,2015/07/17 08:00,0.205,0.178,0.074,24.482,,,,,,,,,,,,,
2015/07/17 06:00,2015/07/17 09:00,0.376,0.383,0.082,25.841,,,,,,,,,,,,,
2015/07/17 07:00,2015/07/17 10:00,0.517,0.57,0.089,26.906,,,,,,,,,,,,,
2015/07/17 08:00,2015/07/17 11:00,0.616,0.717,0.095,27.663,,,,,,,,,,,,,
2015/07/17 09:00,2015/07/17 12:00,0.67,0.801,0.101,28.169,,,,,,,,,,,,,
2015/07/17 10:00,2015/07/17 13:00,0.682,0.816,0.106,28.402,,,,,,,,,,,,,
2015/07/17 11:00,2015/07/17 14:00,0.655,0.772,0.106,28.407,,,,,,,,,,,,,
2015/07/17 12:00,2015/07/17 15:00,0.609,0.709,0.095,28.286,,,,,,,,,,,,,
2015/07/17 13:00,2015/07/17 16:00,0.491,0.53,0.096,27.906,,,,,,,,,,,,,
2015/07/17 14:00,2015/07/17 17:00,0.353,0.351,0.087,27.426,,,,,,,,,,,,,
2015/07/17 15:00,2015/07/17 18:00,0.19,0.161,0.075,26.8,,,,,,,,,,,,,
2015/07/17 16:00,2015/07/17 19:00,0.045,0.009,0.058,25.905,,,,,,,,,,,,,
2015/07/17 17:00,2015/07/17 20:00,0.002,0,0.011,24.717,,,,,,,,,,,,,
2015/07/17 18:00,2015/07/17 21:00,0,0,0,23.529,,,,,,,,,,,,,
2015/07/17 19:00,2015/07/17 22:00,0,0,0,22.75,,,,,,,,,,,,,
2015/07/17 20:00,2015/07/17 23:00,0,0,0,22.247,,,,,,,,,,,,,
2015/07/17 21:00,2015/07/18 00:00,0,0,0,21.967,,,,,,,,,,,,,
2015/07/17 22:00,2015/07/18 01:00,0,0,0,21.73,,,,,,,,,,,,,
2015/07/17 23:00,2015/07/18 02:00,0,0,0,21.622,,,,,,,,,,,,,
2015/07/18 00:00,2015/07/18 03:00,0,0,0,21.457,,,,,,,,,,,,,
2015/07/18 01:00,2015/07/18 04:00,0,0,0,21.239,,,,,,,,,,,,,
2015/07/18 02:00,2015/07/18 05:00,0,0,0,21.075,,,,,,,,,,,,,
2015/07/18 03:00,2015/07/18 06:00,0.006,0,0.016,21.123,,,,,,,,,,,,,
2015/07/18 04:00,2015/07/18 07:00,0.041,0.008,0.053,22.308,,,,,,,,,,,,,
2015/07/18 05:00,2015/07/18 08:00,0.209,0.191,0.065,23.8,,,,,,,,,,,,,
2015/07/18 06:00,2015/07/18 09:00,0.384,0.399,0.074,25.234,,,,,,,,,,,,,
2015/07/18 07:00,2015/07/18 10:00,0.526,0.589,0.081,26.458,,,,,,,,,,,,,
2015/07/18 08:00,2015/07/18 11:00,0.625,0.738,0.088,27.45,,,,,,,,,,,,,
2015/07/18 09:00,2015/07/18 12:00,0.684,0.834,0.091,28.088,,,,,,,,,,,,,
2015/07/18 10:00,2015/07/18 13:00,0.7,0.86,0.093,28.343,,,,,,,,,,,,,
2015/07/18 11:00,2015/07/18 14:00,0.677,0.821,0.092,28.271,,,,,,,,,,,,,
2015/07/18 12:00,2015/07/18 15:00,0.615,0.724,0.088,28.048,,,,,,,,,,,,,
2015/07/18 13:00,2015/07/18 16:00,0.509,0.57,0.082,27.695,,,,,,,,,,,,,
2015/07/18 14:00,2015/07/18 17:00,0.366,0.38,0.074,27.148,,,,,,,,,,,,,
2015/07/18 15:00,2015/07/18 18:00,0.195,0.178,0.064,26.486,,,,,,,,,,,,,
2015/07/18 16:00,2015/07/18 19:00,0.04,0.011,0.05,25.616,,,,,,,,,,,,,
2015/07/18 17:00,2015/07/18 20:00,0.002,0,0.01,24.363,,,,,,,,,,,,,
2015/07/18 18:00,2015/07/18 21:00,0,0,0,23.3,,,,,,,,,,,,,
2015/07/18 19:00,2015/07/18 22:00,0,0,0,22.695,,,,,,,,,,,,,
2015/07/18 20:00,2015/07/18 23:00,0,0,0,22.307,,,,,,,,,,,,,
2015/07/18 21:00,2015/07/19 00:00,0,0,0,22.079,,,,,,,,,,,,,
2015/07/18 22:00,2015/07/19 01:00,0,0,0,21.945,,,,,,,,,,,,,
2015/07/18 23:00,2015/07/19 02:00,0,0,0,21.752,,,,,,,,,,,,,
2015/07/19 00:00,2015/07/19 03:00,0,0,0,21.423,,,,,,,,,,,,,
2015/07/19 01:00,2015/07/19 04:00,0,0,0,21.168,,,,,,,,,,,,,
2015/07/19 02:00,2015/07/19 05:00,0,0,0,21.049,,,,,,,,,,,,,
2015/07/19 03:00,2015/07/19 06:00,0.005,0,0.015,21.191,,,,,,,,,,,,,
2015/07/19 04:00,2015/07/19 07:00,0.039,0.008,0.051,22.539,,,,,,,,,,,,,
2015/07/19 05:00,2015/07/19 08:00,0.21,0.194,0.063,24.397,,,,,,,,,,,,,
2015/07/19 06:00,2015/07/19 09:00,0.384,0.403,0.072,26.04,,,,,,,,,,,,,
2015/07/19 07:00,2015/07/19 10:00,0.526,0.593,0.08,27.208,,,,,,,,,,,,,
2015/07/19 08:00,2015/07/19 11:00,0.625,0.74,0.087,28.009,,,,,,,,,,,,,
2015/07/19 09:00,2015/07/19 12:00,0.683,0.834,0.091,28.524,,,,,,,,,,,,,
2015/07/19 10:00,2015/07/19 13:00,0.699,0.86,0.093,28.765,,,,,,,,,,,,,
2015/07/19 11:00,2015/07/19 14:00,0.674,0.819,0.093,28.777,,,,,,,,,,,,,
2015/07/19 12:00,2015/07/19 15:00,0.61,0.718,0.089,28.621,,,,,,,,,,,,,
2015/07/19 13:00,2015/07/19 16:00,0.505,0.564,0.084,28.402,,,,,,,,,,,,,
2015/07/19 14:00,2015/07/19 17:00,0.361,0.374,0.076,28.042,,,,,,,,,,,,,
2015/07/19 15:00,2015/07/19 18:00,0.192,0.173,0.067,27.371,,,,,,,,,,,,,
2015/07/19 16:00,2015/07/19 19:00,0.041,0.011,0.051,26.437,,,,,,,,,,,,,
2015/07/19 17:00,2015/07/19 20:00,0.002,0,0.01,25.026,,,,,,,,,,,,,
2015/07/19 18:00,2015/07/19 21:00,0,0,0,23.802,,,,,,,,,,,,,
2015/07/19 19:00,2015/07/19 22:00,0,0,0,23.156,,,,,,,,,,,,,
2015/07/19 20:00,2015/07/19 23:00,0,0,0,22.542,,,,,,,,,,,,,
2015/07/19 21:00,2015/07/20 00:00,0,0,0,22.172,,,,,,,,,,,,,
2015/07/19 22:00,2015/07/20 01:00,0,0,0,21.981,,,,,,,,,,,,,
2015/07/19 23:00,2015/07/20 02:00,0,0,0,21.79,,,,,,,,,,,,,
2015/07/20 00:00,2015/07/20 03:00,0,0,0,21.594,,,,,,,,,,,,,
2015/07/20 01:00,2015/07/20 04:00,0,0,0,21.363,,,,,,,,,,,,,
2015/07/20 02:00,2015/07/20 05:00,0,0,0,21.068,,,,,,,,,,,,,
2015/07/20 03:00,2015/07/20 06:00,0.005,0,0.015,21.051,,,,,,,,,,,,,
2015/07/20 04:00,2015/07/20 07:00,0.037,0.008,0.048,22.545,,,,,,,,,,,,,
2015/07/20 05:00,2015/07/20 08:00,0.212,0.201,0.059,24.153,,,,,,,,,,,,,
2015/07/20 06:00,2015/07/20 09:00,0.389,0.414,0.068,25.895,,,,,,,,,,,,,
2015/07/20 07:00,2015/07/20 10:00,0.531,0.607,0.076,27.524,,,,,,,,,,,,,
2015/07/20 08:00,2015/07/20 11:00,0.631,0.759,0.082,28.79,,,,,,,,,,,,,
2015/07/20 09:00,2015/07/20 12:00,0.686,0.851,0.086,29.537,,,,,,,,,,,,,
2015/07/20 10:00,2015/07/20 13:00,0.702,0.879,0.088,29.951,,,,,,,,,,,,,
2015/07/20 11:00,2015/07/20 14:00,0.678,0.839,0.087,30.026,,,,,,,,,,,,,
2015/07/20 12:00,2015/07/20 15:00,0.614,0.737,0.084,29.917,,,,,,,,,,,,,
2015/07/20 13:00,2015/07/20 16:00,0.508,0.58,0.079,29.655,,,,,,,,,,,,,
2015/07/20 14:00,2015/07/20 17:00,0.364,0.386,0.071,29.243,,,,,,,,,,,,,
2015/07/20 15:00,2015/07/20 18:00,0.193,0.179,0.063,28.567,,,,,,,,,,,,,
2015/07/20 16:00,2015/07/20 19:00,0.039,0.011,0.05,27.474,,,,,,,,,,,,,
2015/07/20 17:00,2015/07/20 20:00,0.002,0,0.009,24.975,,,,,,,,,,,,,
2015/07/20 18:00,2015/07/20 21:00,0,0,0,23.452,,,,,,,,,,,,,
2015/07/20 19:00,2015/07/20 22:00,0,0,0,22.746,,,,,,,,,,,,,
2015/07/20 20:00,2015/07/20 23:00,0,0,0,22.318,,,,,,,,,,,,,
2015/07/20 21:00,2015/07/21 00:00,0,0,0,22.103,,,,,,,,,,,,,
2015/07/20 22:00,2015/07/21 01:00,0,0,0,22.005,,,,,,,,,,,,,
2015/07/20 23:00,2015/07/21 02:00,0,0,0,21.919,,,,,,,,,,,,,
2015/07/21 00:00,2015/07/21 03:00,0,0,0,21.788,,,,,,,,,,,,,
2015/07/21 01:00,2015/07/21 04:00,0,0,0,21.659,,,,,,,,,,,,,
2015/07/21 02:00,2015/07/21 05:00,0,0,0,21.563,,,,,,,,,,,,,
2015/07/21 03:00,2015/07/21 06:00,0.005,0,0.015,21.742,,,,,,,,,,,,,
2015/07/21 04:00,2015/07/21 07:00,0.042,0.007,0.056,23.543,,,,,,,,,,,,,
2015/07/21 05:00,2015/07/21 08:00,0.205,0.183,0.07,25.426,,,,,,,,,,,,,
2015/07/21 06:00,2015/07/21 09:00,0.374,0.386,0.079,27.427,,,,,,,,,,,,,
2015/07/21 07:00,2015/07/21 10:00,0.513,0.575,0.087,28.987,,,,,,,,,,,,,
2015/07/21 08:00,2015/07/21 11:00,0.612,0.725,0.093,29.885,,,,,,,,,,,,,
2015/07/21 09:00,2015/07/21 12:00,0.671,0.821,0.096,30.362,,,,,,,,,,,,,
2015/07/21 10:00,2015/07/21 13:00,0.687,0.848,0.098,30.736,,,,,,,,,,,,,
2015/07/21 11:00,2015/07/21 14:00,0.663,0.81,0.097,30.871,,,,,,,,,,,,,
2015/07/21 12:00,2015/07/21 15:00,0.6,0.71,0.093,30.758,,,,,,,,,,,,,
2015/07/21 13:00,2015/07/21 16:00,0.495,0.554,0.088,30.405,,,,,,,,,,,,,
2015/07/21 14:00,2015/07/21 17:00,0.353,0.363,0.081,29.853,,,,,,,,,,,,,
2015/07/21 15:00,2015/07/21 18:00,0.188,0.165,0.072,29.043,,,,,,,,,,,,,
2015/07/21 16:00,2015/07/21 19:00,0.042,0.01,0.054,27.874,,,,,,,,,,,,,
2015/07/21 17:00,2015/07/21 20:00,0.002,0,0.009,26.274,,,,,,,,,,,,,
2015/07/21 18:00,2015/07/21 21:00,0,0,0,25.052,,,,,,,,,,,,,
2015/07/21 19:00,2015/07/21 22:00,0,0,0,24.406,,,,,,,,,,,,,
2015/07/21 20:00,2015/07/21 23:00,0,0,0,24.002,,,,,,,,,,,,,
2015/07/21 21:00,2015/07/22 00:00,0,0,0,23.789,,,,,,,,,,,,,
2015/07/21 22:00,2015/07/22 01:00,0,0,0,23.631,,,,,,,,,,,,,
2015/07/21 23:00,2015/07/22 02:00,0,0,0,23.373,,,,,,,,,,,,,
2015/07/22 00:00,2015/07/22 03:00,0,0,0,23.017,,,,,,,,,,,,,
2015/07/22 01:00,2015/07/22 04:00,0,0,0,22.663,,,,,,,,,,,,,
2015/07/22 02:00,2015/07/22 05:00,0,0,0,22.359,,,,,,,,,,,,,
2015/07/22 03:00,2015/07/22 06:00,0.005,0,0.015,22.168,,,,,,,,,,,,,
2015/07/22 04:00,2015/07/22 07:00,0.043,0.006,0.058,23.026,,,,,,,,,,,,,
2015/07/22 05:00,2015/07/22 08:00,0.204,0.178,0.073,24.588,,,,,,,,,,,,,
2015/07/22 06:00,2015/07/22 09:00,0.373,0.378,0.083,26.167,,,,,,,,,,,,,
2015/07/22 07:00,2015/07/22 10:00,0.512,0.562,0.092,27.369,,,,,,,,,,,,,
2015/07/22 08:00,2015/07/22 11:00,0.61,0.706,0.098,28.194,,,,,,,,,,,,,
2015/07/22 09:00,2015/07/22 12:00,0.67,0.805,0.101,28.734,,,,,,,,,,,,,
2015/07/22 10:00,2015/07/22 13:00,0.687,0.832,0.103,28.993,,,,,,,,,,,,,
2015/07/22 11:00,2015/07/22 14:00,0.665,0.796,0.101,28.966,,,,,,,,,,,,,
2015/07/22 12:00,2015/07/22 15:00,0.603,0.701,0.096,28.819,,,,,,,,,,,,,
2015/07/22 13:00,2015/07/22 16:00,0.499,0.55,0.09,28.56,,,,,,,,,,,,,
2015/07/22 14:00,2015/07/22 17:00,0.357,0.364,0.081,28.143,,,,,,,,,,,,,
2015/07/22 15:00,2015/07/22 18:00,0.19,0.167,0.071,27.576,,,,,,,,,,,,,
2015/07/22 16:00,2015/07/22 19:00,0.042,0.01,0.054,26.748,,,,,,,,,,,,,
2015/07/22 17:00,2015/07/22 20:00,0.002,0,0.009,25.432,,,,,,,,,,,,,
2015/07/22 18:00,2015/07/22 21:00,0,0,0,24.308,,,,,,,,,,,,,
2015/07/22 19:00,2015/07/22 22:00,0,0,0,23.744,,,,,,,,,,,,,
2015/07/22 20:00,2015/07/22 23:00,0,0,0,23.402,,,,,,,,,,,,,
2015/07/22 21:00,2015/07/23 00:00,0,0,0,23.194,,,,,,,,,,,,,
2015/07/22 22:00,2015/07/23 01:00,0,0,0,22.926,,,,,,,,,,,,,
2015/07/22 23:00,2015/07/23 02:00,0,0,0,22.468,,,,,,,,,,,,,
2015/07/23 00:00,2015/07/23 03:00,0,0,0,22.057,,,,,,,,,,,,,
2015/07/23 01:00,2015/07/23 04:00,0,0,0,21.776,,,,,,,,,,,,,
2015/07/23 02:00,2015/07/23 05:00,0,0,0,21.539,,,,,,,,,,,,,
2015/07/23 03:00,2015/07/23 06:00,0.005,0,0.014,21.316,,,,,,,,,,,,,
2015/07/23 04:00,2015/07/23 07:00,0.043,0.006,0.058,21.852,,,,,,,,,,,,,
2015/07/23 05:00,2015/07/23 08:00,0.206,0.177,0.073,22.86,,,,,,,,,,,,,
2015/07/23 06:00,2015/07/23 09:00,0.378,0.38,0.083,24.088,,,,,,,,,,,,,
2015/07/23 07:00,2015/07/23 10:00,0.519,0.566,0.091,25.314,,,,,,,,,,,,,
2015/07/23 08:00,2015/07/23 11:00,0.619,0.711,0.097,26.31,,,,,,,,,,,,,
2015/07/23 09:00,2015/07/23 12:00,0.679,0.812,0.099,27.26,,,,,,,,,,,,,
2015/07/23 10:00,2015/07/23 13:00,0.694,0.839,0.101,27.923,,,,,,,,,,,,,
2015/07/23 11:00,2015/07/23 14:00,0.668,0.798,0.101,28.336,,,,,,,,,,,,,
2015/07/23 12:00,2015/07/23 15:00,0.603,0.7,0.097,28.654,,,,,,,,,,,,,
2015/07/23 13:00,2015/07/23 16:00,0.497,0.547,0.091,28.739,,,,,,,,,,,,,
2015/07/23 14:00,2015/07/23 17:00,0.354,0.358,0.084,28.584,,,,,,,,,,,,,
2015/07/23 15:00,2015/07/23 18:00,0.187,0.161,0.074,28.084,,,,,,,,,,,,,
2015/07/23 16:00,2015/07/23 19:00,0.042,0.009,0.055,27.187,,,,,,,,,,,,,
2015/07/23 17:00,2015/07/23 20:00,0.001,0,0.008,25.438,,,,,,,,,,,,,
2015/07/23 18:00,2015/07/23 21:00,0,0,0,24.074,,,,,,,,,,,,,
2015/07/23 19:00,2015/07/23 22:00,0,0,0,23.163,,,,,,,,,,,,,
2015/07/23 20:00,2015/07/23 23:00,0,0,0,22.411,,,,,,,,,,,,,
2015/07/23 21:00,2015/07/24 00:00,0,0,0,21.874,,,,,,,,,,,,,
2015/07/23 22:00,2015/07/24 01:00,0,0,0,21.533,,,,,,,,,,,,,
2015/07/23 23:00,2015/07/24 02:00,0,0,0,21.33,,,,,,,,,,,,,
2015/07/24 00:00,2015/07/24 03:00,0,0,0,21.18,,,,,,,,,,,,,
2015/07/24 01:00,2015/07/24 04:00,0,0,0,20.998,,,,,,,,,,,,,
2015/07/24 02:00,2015/07/24 05:00,0,0,0,20.779,,,,,,,,,,,,,
2015/07/24 03:00,2015/07/24 06:00,0.004,0,0.014,20.757,,,,,,,,,,,,,
2015/07/24 04:00,2015/07/24 07:00,0.043,0.006,0.057,22.387,,,,,,,,,,,,,
2015/07/24 05:00,2015/07/24 08:00,0.205,0.179,0.072,23.726,,,,,,,,,,,,,
2015/07/24 06:00,2015/07/24 09:00,0.377,0.383,0.081,25.284,,,,,,,,,,,,,
2015/07/24 07:00,2015/07/24 10:00,0.517,0.57,0.089,26.855,,,,,,,,,,,,,
2015/07/24 08:00,2015/07/24 11:00,0.615,0.716,0.096,28.138,,,,,,,,,,,,,
2015/07/24 09:00,2015/07/24 12:00,0.672,0.812,0.099,29.123,,,,,,,,,,,,,
2015/07/24 10:00,2015/07/24 13:00,0.687,0.84,0.101,29.776,,,,,,,,,,,,,
