# Renewables.ninja Solar PV (Point API) - 37.970, 23.726 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Athens, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Athens"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""37.9703"""," ""lon"": ""23.7264"""," ""date_from"": ""2015-01-01"""," ""date_to"": ""2015-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
2015/01/12 18:00,2015/01/12 20:00,0,0,0,5.91,,,,,,,,,,,,,
2015/01/12 19:00,2015/01/12 21:00,0,0,0,5.965,,,,,,,,,,,,,
2015/01/12 20:00,2015/01/12 22:00,0,0,0,6.109,,,,,,,,,,,,,
2015/01/12 21:00,2015/01/12 23:00,0,0,0,6.123,,,,,,,,,,,,,
2015/01/12 22:00,2015/01/13 00:00,0,0,0,6.116,,,,,,,,,,,,,
2015/01/12 23:00,2015/01/13 01:00,0,0,0,6.156,,,,,,,,,,,,,
2015/01/13 00:00,2015/01/13 02:00,0,0,0,6.281,,,,,,,,,,,,,
2015/01/13 01:00,2015/01/13 03:00,0,0,0,6.257,,,,,,,,,,,,,
2015/01/13 02:00,2015/01/13 04:00,0,0,0,6.126,,,,,,,,,,,,,
2015/01/13 03:00,2015/01/13 05:00,0,0,0,6.12,,,,,,,,,,,,,
2015/01/13 04:00,2015/01/13 06:00,0,0,0,6.185,,,,,,,,,,,,,
2015/01/13 05:00,2015/01/13 07:00,0,0.002,0.004,6.444,,,,,,,,,,,,,
2015/01/13 06:00,2015/01/13 08:00,0.105,0.066,0.06,6.852,,,,,,,,,,,,,
2015/01/13 07:00,2015/01/13 09:00,0.396,0.354,0.089,7.406,,,,,,,,,,,,,
2015/01/13 08:00,2015/01/13 10:00,0.577,0.572,0.094,7.884,,,,,,,,,,,,,
2015/01/13 09:00,2015/01/13 11:00,0.433,0.323,0.166,8.098,,,,,,,,,,,,,
2015/01/13 10:00,2015/01/13 12:00,0.502,0.408,0.165,8.335,,,,,,,,,,,,,
2015/01/13 11:00,2015/01/13 13:00,0.476,0.378,0.164,8.402,,,,,,,,,,,,,
2015/01/13 12:00,2015/01/13 14:00,0.176,0.055,0.146,7.961,,,,,,,,,,,,,
2015/01/13 13:00,2015/01/13 15:00,0.076,0.014,0.082,7.786,,,,,,,,,,,,,
2015/01/13 14:00,2015/01/13 16:00,0.016,0.003,0.025,7.583,,,,,,,,,,,,,
2015/01/13 15:00,2015/01/13 17:00,0,0,0,7.335,,,,,,,,,,,,,
2015/01/13 16:00,2015/01/13 18:00,0,0,0,7.366,,,,,,,,,,,,,
2015/01/13 17:00,2015/01/13 19:00,0,0,0,7.524,,,,,,,,,,,,,
2015/01/13 18:00,2015/01/13 20:00,0,0,0,7.635,,,,,,,,,,,,,
2015/01/13 19:00,2015/01/13 21:00,0,0,0,7.626,,,,,,,,,,,,,
2015/01/13 20:00,2015/01/13 22:00,0,0,0,7.508,,,,,,,,,,,,,
2015/01/13 21:00,2015/01/13 23:00,0,0,0,7.455,,,,,,,,,,,,,
2015/01/13 22:00,2015/01/14 00:00,0,0,0,7.304,,,,,,,,,,,,,
2015/01/13 23:00,2015/01/14 01:00,0,0,0,7.256,,,,,,,,,,,,,
2015/01/14 00:00,2015/01/14 02:00,0,0,0,7.36,,,,,,,,,,,,,
2015/01/14 01:00,2015/01/14 03:00,0,0,0,7.6,,,,,,,,,,,,,
2015/01/14 02:00,2015/01/14 04:00,0,0,0,7.778,,,,,,,,,,,,,
2015/01/14 03:00,2015/01/14 05:00,0,0,0,7.82,,,,,,,,,,,,,
2015/01/14 04:00,2015/01/14 06:00,0,0,0,7.506,,,,,,,,,,,,,
2015/01/14 05:00,2015/01/14 07:00,0.002,0.005,0.004,6.974,,,,,,,,,,,,,
2015/01/14 06:00,2015/01/14 08:00,0.229,0.211,0.047,8.061,,,,,,,,,,,,,
2015/01/14 07:00,2015/01/14 09:00,0.446,0.444,0.063,9.505,,,,,,,,,,,,,
2015/01/14 08:00,2015/01/14 10:00,0.588,0.62,0.07,10.374,,,,,,,,,,,,,
2015/01/14 09:00,2015/01/14 11:00,0.667,0.729,0.074,11.129,,,,,,,,,,,,,
2015/01/14 10:00,2015/01/14 12:00,0.689,0.762,0.075,11.781,,,,,,,,,,,,,
2015/01/14 11:00,2015/01/14 13:00,0.653,0.715,0.073,12.301,,,,,,,,,,,,,
2015/01/14 12:00,2015/01/14 14:00,0.561,0.595,0.068,12.521,,,,,,,,,,,,,
2015/01/14 13:00,2015/01/14 15:00,0.402,0.402,0.06,12.359,,,,,,,,,,,,,
2015/01/14 14:00,2015/01/14 16:00,0.167,0.154,0.041,11.38,,,,,,,,,,,,,
2015/01/14 15:00,2015/01/14 17:00,0,0.002,0.002,10.345,,,,,,,,,,,,,
2015/01/14 16:00,2015/01/14 18:00,0,0,0,9.969,,,,,,,,,,,,,
2015/01/14 17:00,2015/01/14 19:00,0,0,0,9.993,,,,,,,,,,,,,
2015/01/14 18:00,2015/01/14 20:00,0,0,0,9.458,,,,,,,,,,,,,
2015/01/14 19:00,2015/01/14 21:00,0,0,0,8.96,,,,,,,,,,,,,
2015/01/14 20:00,2015/01/14 22:00,0,0,0,8.645,,,,,,,,,,,,,
2015/01/14 21:00,2015/01/14 23:00,0,0,0,8.407,,,,,,,,,,,,,
2015/01/14 22:00,2015/01/15 00:00,0,0,0,8.284,,,,,,,,,,,,,
2015/01/14 23:00,2015/01/15 01:00,0,0,0,8.266,,,,,,,,,,,,,
2015/01/15 00:00,2015/01/15 02:00,0,0,0,8.24,,,,,,,,,,,,,
2015/01/15 01:00,2015/01/15 03:00,0,0,0,8.073,,,,,,,,,,,,,
2015/01/15 02:00,2015/01/15 04:00,0,0,0,7.724,,,,,,,,,,,,,
2015/01/15 03:00,2015/01/15 05:00,0,0,0,7.165,,,,,,,,,,,,,
2015/01/15 04:00,2015/01/15 06:00,0,0,0,6.568,,,,,,,,,,,,,
2015/01/15 05:00,2015/01/15 07:00,0.006,0.01,0.005,6.047,,,,,,,,,,,,,
2015/01/15 06:00,2015/01/15 08:00,0.265,0.252,0.043,6.985,,,,,,,,,,,,,
2015/01/15 07:00,2015/01/15 09:00,0.473,0.482,0.057,9.092,,,,,,,,,,,,,
2015/01/15 08:00,2015/01/15 10:00,0.608,0.651,0.065,10.087,,,,,,,,,,,,,
2015/01/15 09:00,2015/01/15 11:00,0.681,0.753,0.07,11.105,,,,,,,,,,,,,
2015/01/15 10:00,2015/01/15 12:00,0.696,0.776,0.072,12.026,,,,,,,,,,,,,
2015/01/15 11:00,2015/01/15 13:00,0.655,0.721,0.072,12.607,,,,,,,,,,,,,
2015/01/15 12:00,2015/01/15 14:00,0.565,0.604,0.067,12.802,,,,,,,,,,,,,
2015/01/15 13:00,2015/01/15 15:00,0.403,0.404,0.06,12.511,,,,,,,,,,,,,
2015/01/15 14:00,2015/01/15 16:00,0.165,0.151,0.041,10.989,,,,,,,,,,,,,
2015/01/15 15:00,2015/01/15 17:00,0,0.002,0.002,8.92,,,,,,,,,,,,,
2015/01/15 16:00,2015/01/15 18:00,0,0,0,8.254,,,,,,,,,,,,,
2015/01/15 17:00,2015/01/15 19:00,0,0,0,7.83,,,,,,,,,,,,,
2015/01/15 18:00,2015/01/15 20:00,0,0,0,7.532,,,,,,,,,,,,,
2015/01/15 19:00,2015/01/15 21:00,0,0,0,7.307,,,,,,,,,,,,,
2015/01/15 20:00,2015/01/15 22:00,0,0,0,7.12,,,,,,,,,,,,,
2015/01/15 21:00,2015/01/15 23:00,0,0,0,6.921,,,,,,,,,,,,,
2015/01/15 22:00,2015/01/16 00:00,0,0,0,6.717,,,,,,,,,,,,,
2015/01/15 23:00,2015/01/16 01:00,0,0,0,6.552,,,,,,,,,,,,,
2015/01/16 00:00,2015/01/16 02:00,0,0,0,6.363,,,,,,,,,,,,,
2015/01/16 01:00,2015/01/16 03:00,0,0,0,6.14,,,,,,,,,,,,,
2015/01/16 02:00,2015/01/16 04:00,0,0,0,5.907,,,,,,,,,,,,,
2015/01/16 03:00,2015/01/16 05:00,0,0,0,5.663,,,,,,,,,,,,,
2015/01/16 04:00,2015/01/16 06:00,0,0,0,5.425,,,,,,,,,,,,,
2015/01/16 05:00,2015/01/16 07:00,0.005,0.009,0.005,5.392,,,,,,,,,,,,,
2015/01/16 06:00,2015/01/16 08:00,0.243,0.225,0.047,7.234,,,,,,,,,,,,,
2015/01/16 07:00,2015/01/16 09:00,0.452,0.453,0.063,10.011,,,,,,,,,,,,,
2015/01/16 08:00,2015/01/16 10:00,0.584,0.615,0.073,11.078,,,,,,,,,,,,,
2015/01/16 09:00,2015/01/16 11:00,0.652,0.704,0.08,11.556,,,,,,,,,,,,,
2015/01/16 10:00,2015/01/16 12:00,0.669,0.728,0.082,11.892,,,,,,,,,,,,,
2015/01/16 11:00,2015/01/16 13:00,0.653,0.713,0.075,12.123,,,,,,,,,,,,,
2015/01/16 12:00,2015/01/16 14:00,0.562,0.594,0.069,12.094,,,,,,,,,,,,,
2015/01/16 13:00,2015/01/16 15:00,0.406,0.404,0.061,11.722,,,,,,,,,,,,,
2015/01/16 14:00,2015/01/16 16:00,0.17,0.155,0.042,10.366,,,,,,,,,,,,,
2015/01/16 15:00,2015/01/16 17:00,0,0.002,0.002,8.318,,,,,,,,,,,,,
2015/01/16 16:00,2015/01/16 18:00,0,0,0,7.819,,,,,,,,,,,,,
2015/01/16 17:00,2015/01/16 19:00,0,0,0,7.609,,,,,,,,,,,,,
2015/01/16 18:00,2015/01/16 20:00,0,0,0,7.486,,,,,,,,,,,,,
2015/01/16 19:00,2015/01/16 21:00,0,0,0,7.44,,,,,,,,,,,,,
2015/01/16 20:00,2015/01/16 22:00,0,0,0,7.396,,,,,,,,,,,,,
2015/01/16 21:00,2015/01/16 23:00,0,0,0,7.403,,,,,,,,,,,,,
2015/01/16 22:00,2015/01/17 00:00,0,0,0,7.45,,,,,,,,,,,,,
2015/01/16 23:00,2015/01/17 01:00,0,0,0,7.511,,,,,,,,,,,,,
2015/01/17 00:00,2015/01/17 02:00,0,0,0,7.562,,,,,,,,,,,,,
2015/01/17 01:00,2015/01/17 03:00,0,0,0,7.335,,,,,,,,,,,,,
2015/01/17 02:00,2015/01/17 04:00,0,0,0,7.337,,,,,,,,,,,,,
2015/01/17 03:00,2015/01/17 05:00,0,0,0,7.398,,,,,,,,,,,,,
2015/01/17 04:00,2015/01/17 06:00,0,0,0,7.593,,,,,,,,,,,,,
2015/01/17 05:00,2015/01/17 07:00,0.006,0.01,0.006,7.512,,,,,,,,,,,,,
2015/01/17 06:00,2015/01/17 08:00,0.251,0.235,0.046,8.026,,,,,,,,,,,,,
2015/01/17 07:00,2015/01/17 09:00,0.46,0.462,0.062,9.032,,,,,,,,,,,,,
2015/01/17 08:00,2015/01/17 10:00,0.597,0.633,0.07,10.331,,,,,,,,,,,,,
2015/01/17 09:00,2015/01/17 11:00,0.67,0.736,0.074,11.661,,,,,,,,,,,,,
2015/01/17 10:00,2015/01/17 12:00,0.691,0.769,0.075,12.418,,,,,,,,,,,,,
2015/01/17 11:00,2015/01/17 13:00,0.657,0.724,0.073,12.878,,,,,,,,,,,,,
2015/01/17 12:00,2015/01/17 14:00,0.565,0.602,0.068,13.045,,,,,,,,,,,,,
2015/01/17 13:00,2015/01/17 15:00,0.405,0.406,0.061,12.8,,,,,,,,,,,,,
2015/01/17 14:00,2015/01/17 16:00,0.168,0.154,0.043,11.623,,,,,,,,,,,,,
2015/01/17 15:00,2015/01/17 17:00,0,0.002,0.002,10.269,,,,,,,,,,,,,
2015/01/17 16:00,2015/01/17 18:00,0,0,0,9.573,,,,,,,,,,,,,
2015/01/17 17:00,2015/01/17 19:00,0,0,0,9.047,,,,,,,,,,,,,
2015/01/17 18:00,2015/01/17 20:00,0,0,0,8.629,,,,,,,,,,,,,
2015/01/17 19:00,2015/01/17 21:00,0,0,0,8.357,,,,,,,,,,,,,
2015/01/17 20:00,2015/01/17 22:00,0,0,0,8.33,,,,,,,,,,,,,
2015/01/17 21:00,2015/01/17 23:00,0,0,0,8.412,,,,,,,,,,,,,
2015/01/17 22:00,2015/01/18 00:00,0,0,0,8.527,,,,,,,,,,,,,
2015/01/17 23:00,2015/01/18 01:00,0,0,0,8.673,,,,,,,,,,,,,
2015/01/18 00:00,2015/01/18 02:00,0,0,0,8.727,,,,,,,,,,,,,
2015/01/18 01:00,2015/01/18 03:00,0,0,0,8.685,,,,,,,,,,,,,
2015/01/18 02:00,2015/01/18 04:00,0,0,0,8.84,,,,,,,,,,,,,
2015/01/18 03:00,2015/01/18 05:00,0,0,0,8.923,,,,,,,,,,,,,
2015/01/18 04:00,2015/01/18 06:00,0,0,0,8.835,,,,,,,,,,,,,
2015/01/18 05:00,2015/01/18 07:00,0,0,0.003,8.839,,,,,,,,,,,,,
2015/01/18 06:00,2015/01/18 08:00,0.027,0.004,0.037,9.244,,,,,,,,,,,,,
2015/01/18 07:00,2015/01/18 09:00,0.095,0.016,0.102,10.614,,,,,,,,,,,,,
2015/01/18 08:00,2015/01/18 10:00,0.145,0.024,0.148,11.786,,,,,,,,,,,,,
2015/01/18 09:00,2015/01/18 11:00,0.14,0.017,0.15,12.186,,,,,,,,,,,,,
2015/01/18 10:00,2015/01/18 12:00,0.137,0.014,0.149,12.361,,,,,,,,,,,,,
2015/01/18 11:00,2015/01/18 13:00,0.111,0.009,0.125,12.368,,,,,,,,,,,,,
2015/01/18 12:00,2015/01/18 14:00,0.085,0.007,0.1,12.286,,,,,,,,,,,,,
2015/01/18 13:00,2015/01/18 15:00,0.06,0.006,0.074,12.021,,,,,,,,,,,,,
2015/01/18 14:00,2015/01/18 16:00,0.02,0.003,0.032,11.318,,,,,,,,,,,,,
2015/01/18 15:00,2015/01/18 17:00,0,0,0.001,10.539,,,,,,,,,,,,,
2015/01/18 16:00,2015/01/18 18:00,0,0,0,10.328,,,,,,,,,,,,,
2015/01/18 17:00,2015/01/18 19:00,0,0,0,10.234,,,,,,,,,,,,,
2015/01/18 18:00,2015/01/18 20:00,0,0,0,10.221,,,,,,,,,,,,,
2015/01/18 19:00,2015/01/18 21:00,0,0,0,10.222,,,,,,,,,,,,,
2015/01/18 20:00,2015/01/18 22:00,0,0,0,10.157,,,,,,,,,,,,,
2015/01/18 21:00,2015/01/18 23:00,0,0,0,10.239,,,,,,,,,,,,,
2015/01/18 22:00,2015/01/19 00:00,0,0,0,10.4,,,,,,,,,,,,,
2015/01/18 23:00,2015/01/19 01:00,0,0,0,10.671,,,,,,,,,,,,,
2015/01/19 00:00,2015/01/19 02:00,0,0,0,10.829,,,,,,,,,,,,,
2015/01/19 01:00,2015/01/19 03:00,0,0,0,10.656,,,,,,,,,,,,,
2015/01/19 02:00,2015/01/19 04:00,0,0,0,10.551,,,,,,,,,,,,,
2015/01/19 03:00,2015/01/19 05:00,0,0,0,10.469,,,,,,,,,,,,,
2015/01/19 04:00,2015/01/19 06:00,0,0,0,10.623,,,,,,,,,,,,,
2015/01/19 05:00,2015/01/19 07:00,0,0.001,0.005,10.817,,,,,,,,,,,,,
2015/01/19 06:00,2015/01/19 08:00,0.036,0.008,0.045,11.864,,,,,,,,,,,,,
2015/01/19 07:00,2015/01/19 09:00,0.067,0.009,0.08,12.689,,,,,,,,,,,,,
2015/01/19 08:00,2015/01/19 10:00,0.114,0.015,0.124,13.218,,,,,,,,,,,,,
2015/01/19 09:00,2015/01/19 11:00,0.135,0.017,0.145,13.557,,,,,,,,,,,,,
2015/01/19 10:00,2015/01/19 12:00,0.15,0.02,0.158,13.816,,,,,,,,,,,,,
2015/01/19 11:00,2015/01/19 13:00,0.156,0.026,0.16,13.965,,,,,,,,,,,,,
2015/01/19 12:00,2015/01/19 14:00,0.211,0.073,0.173,14.159,,,,,,,,,,,,,
2015/01/19 13:00,2015/01/19 15:00,0.153,0.061,0.12,13.933,,,,,,,,,,,,,
2015/01/19 14:00,2015/01/19 16:00,0.113,0.076,0.062,13.314,,,,,,,,,,,,,
2015/01/19 15:00,2015/01/19 17:00,0,0.001,0.003,11.494,,,,,,,,,,,,,
2015/01/19 16:00,2015/01/19 18:00,0,0,0,10.976,,,,,,,,,,,,,
2015/01/19 17:00,2015/01/19 19:00,0,0,0,10.557,,,,,,,,,,,,,
2015/01/19 18:00,2015/01/19 20:00,0,0,0,10.701,,,,,,,,,,,,,
2015/01/19 19:00,2015/01/19 21:00,0,0,0,10.705,,,,,,,,,,,,,
2015/01/19 20:00,2015/01/19 22:00,0,0,0,10.539,,,,,,,,,,,,,
2015/01/19 21:00,2015/01/19 23:00,0,0,0,10.275,,,,,,,,,,,,,
2015/01/19 22:00,2015/01/20 00:00,0,0,0,9.878,,,,,,,,,,,,,
2015/01/19 23:00,2015/01/20 01:00,0,0,0,9.731,,,,,,,,,,,,,
2015/01/20 00:00,2015/01/20 02:00,0,0,0,9.6,,,,,,,,,,,,,
2015/01/20 01:00,2015/01/20 03:00,0,0,0,9.399,,,,,,,,,,,,,
2015/01/20 02:00,2015/01/20 04:00,0,0,0,9.223,,,,,,,,,,,,,
2015/01/20 03:00,2015/01/20 05:00,0,0,0,9.123,,,,,,,,,,,,,
2015/01/20 04:00,2015/01/20 06:00,0,0,0,9.121,,,,,,,,,,,,,
2015/01/20 05:00,2015/01/20 07:00,0.004,0.006,0.006,9.279,,,,,,,,,,,,,
2015/01/20 06:00,2015/01/20 08:00,0.158,0.123,0.061,10.522,,,,,,,,,,,,,
2015/01/20 07:00,2015/01/20 09:00,0.399,0.376,0.083,12.692,,,,,,,,,,,,,
2015/01/20 08:00,2015/01/20 10:00,0.547,0.561,0.089,13.696,,,,,,,,,,,,,
2015/01/20 09:00,2015/01/20 11:00,0.647,0.704,0.086,14.499,,,,,,,,,,,,,
2015/01/20 10:00,2015/01/20 12:00,0.663,0.727,0.089,14.991,,,,,,,,,,,,,
2015/01/20 11:00,2015/01/20 13:00,0.606,0.64,0.095,15.112,,,,,,,,,,,,,
2015/01/20 12:00,2015/01/20 14:00,0.495,0.491,0.095,14.998,,,,,,,,,,,,,
2015/01/20 13:00,2015/01/20 15:00,0.361,0.339,0.08,14.675,,,,,,,,,,,,,
2015/01/20 14:00,2015/01/20 16:00,0.1,0.07,0.054,13.691,,,,,,,,,,,,,
2015/01/20 15:00,2015/01/20 17:00,0,0.001,0.002,12.206,,,,,,,,,,,,,
2015/01/20 16:00,2015/01/20 18:00,0,0,0,11.753,,,,,,,,,,,,,
2015/01/20 17:00,2015/01/20 19:00,0,0,0,11.503,,,,,,,,,,,,,
2015/01/20 18:00,2015/01/20 20:00,0,0,0,11.543,,,,,,,,,,,,,
2015/01/20 19:00,2015/01/20 21:00,0,0,0,11.883,,,,,,,,,,,,,
2015/01/20 20:00,2015/01/20 22:00,0,0,0,12.017,,,,,,,,,,,,,
2015/01/20 21:00,2015/01/20 23:00,0,0,0,12.007,,,,,,,,,,,,,
2015/01/20 22:00,2015/01/21 00:00,0,0,0,11.744,,,,,,,,,,,,,
2015/01/20 23:00,2015/01/21 01:00,0,0,0,11.476,,,,,,,,,,,,,
2015/01/21 00:00,2015/01/21 02:00,0,0,0,11.386,,,,,,,,,,,,,
2015/01/21 01:00,2015/01/21 03:00,0,0,0,11.553,,,,,,,,,,,,,
2015/01/21 02:00,2015/01/21 04:00,0,0,0,11.499,,,,,,,,,,,,,
2015/01/21 03:00,2015/01/21 05:00,0,0,0,11.087,,,,,,,,,,,,,
2015/01/21 04:00,2015/01/21 06:00,0,0,0,10.767,,,,,,,,,,,,,
2015/01/21 05:00,2015/01/21 07:00,0,0.001,0.005,10.979,,,,,,,,,,,,,
2015/01/21 06:00,2015/01/21 08:00,0.073,0.034,0.06,12.113,,,,,,,,,,,,,
2015/01/21 07:00,2015/01/21 09:00,0.249,0.166,0.121,13.352,,,,,,,,,,,,,
2015/01/21 08:00,2015/01/21 10:00,0.434,0.372,0.134,14.056,,,,,,,,,,,,,
2015/01/21 09:00,2015/01/21 11:00,0.543,0.516,0.132,14.741,,,,,,,,,,,,,
2015/01/21 10:00,2015/01/21 12:00,0.579,0.572,0.127,15.243,,,,,,,,,,,,,
2015/01/21 11:00,2015/01/21 13:00,0.564,0.562,0.117,15.501,,,,,,,,,,,,,
2015/01/21 12:00,2015/01/21 14:00,0.479,0.46,0.107,15.53,,,,,,,,,,,,,
2015/01/21 13:00,2015/01/21 15:00,0.324,0.284,0.093,15.28,,,,,,,,,,,,,
2015/01/21 14:00,2015/01/21 16:00,0.115,0.085,0.056,14.287,,,,,,,,,,,,,
2015/01/21 15:00,2015/01/21 17:00,0,0.002,0.003,12.501,,,,,,,,,,,,,
2015/01/21 16:00,2015/01/21 18:00,0,0,0,11.876,,,,,,,,,,,,,
2015/01/21 17:00,2015/01/21 19:00,0,0,0,11.482,,,,,,,,,,,,,
2015/01/21 18:00,2015/01/21 20:00,0,0,0,11.257,,,,,,,,,,,,,
2015/01/21 19:00,2015/01/21 21:00,0,0,0,11.107,,,,,,,,,,,,,
2015/01/21 20:00,2015/01/21 22:00,0,0,0,10.933,,,,,,,,,,,,,
2015/01/21 21:00,2015/01/21 23:00,0,0,0,10.767,,,,,,,,,,,,,
2015/01/21 22:00,2015/01/22 00:00,0,0,0,10.507,,,,,,,,,,,,,
2015/01/21 23:00,2015/01/22 01:00,0,0,0,10.254,,,,,,,,,,,,,
2015/01/22 00:00,2015/01/22 02:00,0,0,0,10.132,,,,,,,,,,,,,
2015/01/22 01:00,2015/01/22 03:00,0,0,0,9.998,,,,,,,,,,,,,
2015/01/22 02:00,2015/01/22 04:00,0,0,0,9.905,,,,,,,,,,,,,
2015/01/22 03:00,2015/01/22 05:00,0,0,0,9.923,,,,,,,,,,,,,
2015/01/22 04:00,2015/01/22 06:00,0,0,0,10.149,,,,,,,,,,,,,
2015/01/22 05:00,2015/01/22 07:00,0.008,0.01,0.008,10.205,,,,,,,,,,,,,
2015/01/22 06:00,2015/01/22 08:00,0.208,0.177,0.061,10.727,,,,,,,,,,,,,
2015/01/22 07:00,2015/01/22 09:00,0.36,0.313,0.099,12.206,,,,,,,,,,,,,
2015/01/22 08:00,2015/01/22 10:00,0.462,0.412,0.127,13.389,,,,,,,,,,,,,
2015/01/22 09:00,2015/01/22 11:00,0.5,0.439,0.151,14.275,,,,,,,,,,,,,
2015/01/22 10:00,2015/01/22 12:00,0.463,0.369,0.175,14.709,,,,,,,,,,,,,
2015/01/22 11:00,2015/01/22 13:00,0.376,0.254,0.183,14.889,,,,,,,,,,,,,
2015/01/22 12:00,2015/01/22 14:00,0.295,0.18,0.162,14.899,,,,,,,,,,,,,
2015/01/22 13:00,2015/01/22 15:00,0.195,0.112,0.117,14.701,,,,,,,,,,,,,
2015/01/22 14:00,2015/01/22 16:00,0.102,0.067,0.059,14.106,,,,,,,,,,,,,
2015/01/22 15:00,2015/01/22 17:00,0,0.001,0.003,13.123,,,,,,,,,,,,,
2015/01/22 16:00,2015/01/22 18:00,0,0,0,12.579,,,,,,,,,,,,,
2015/01/22 17:00,2015/01/22 19:00,0,0,0,12.467,,,,,,,,,,,,,
2015/01/22 18:00,2015/01/22 20:00,0,0,0,12.497,,,,,,,,,,,,,
2015/01/22 19:00,2015/01/22 21:00,0,0,0,12.7,,,,,,,,,,,,,
2015/01/22 20:00,2015/01/22 22:00,0,0,0,12.913,,,,,,,,,,,,,
2015/01/22 21:00,2015/01/22 23:00,0,0,0,13.104,,,,,,,,,,,,,
2015/01/22 22:00,2015/01/23 00:00,0,0,0,13.559,,,,,,,,,,,,,
2015/01/22 23:00,2015/01/23 01:00,0,0,0,13.838,,,,,,,,,,,,,
2015/01/23 00:00,2015/01/23 02:00,0,0,0,13.613,,,,,,,,,,,,,
2015/01/23 01:00,2015/01/23 03:00,0,0,0,13.474,,,,,,,,,,,,,
2015/01/23 02:00,2015/01/23 04:00,0,0,0,13.374,,,,,,,,,,,,,
2015/01/23 03:00,2015/01/23 05:00,0,0,0,13.278,,,,,,,,,,,,,
2015/01/23 04:00,2015/01/23 06:00,0,0,0,13.274,,,,,,,,,,,,,
2015/01/23 05:00,2015/01/23 07:00,0,0.001,0.004,13.227,,,,,,,,,,,,,
2015/01/23 06:00,2015/01/23 08:00,0.043,0.013,0.048,13.474,,,,,,,,,,,,,
2015/01/23 07:00,2015/01/23 09:00,0.174,0.082,0.123,13.931,,,,,,,,,,,,,
2015/01/23 08:00,2015/01/23 10:00,0.426,0.359,0.138,14.426,,,,,,,,,,,,,
2015/01/23 09:00,2015/01/23 11:00,0.633,0.674,0.099,14.865,,,,,,,,,,,,,
2015/01/23 10:00,2015/01/23 12:00,0.673,0.739,0.091,15.07,,,,,,,,,,,,,
2015/01/23 11:00,2015/01/23 13:00,0.64,0.695,0.089,15.052,,,,,,,,,,,,,
2015/01/23 12:00,2015/01/23 14:00,0.55,0.574,0.084,14.88,,,,,,,,,,,,,
2015/01/23 13:00,2015/01/23 15:00,0.378,0.36,0.078,14.49,,,,,,,,,,,,,
2015/01/23 14:00,2015/01/23 16:00,0.147,0.12,0.055,13.66,,,,,,,,,,,,,
2015/01/23 15:00,2015/01/23 17:00,0,0.002,0.003,12.174,,,,,,,,,,,,,
2015/01/23 16:00,2015/01/23 18:00,0,0,0,11.8,,,,,,,,,,,,,
2015/01/23 17:00,2015/01/23 19:00,0,0,0,11.63,,,,,,,,,,,,,
2015/01/23 18:00,2015/01/23 20:00,0,0,0,11.399,,,,,,,,,,,,,
2015/01/23 19:00,2015/01/23 21:00,0,0,0,11.13,,,,,,,,,,,,,
2015/01/23 20:00,2015/01/23 22:00,0,0,0,10.893,,,,,,,,,,,,,
2015/01/23 21:00,2015/01/23 23:00,0,0,0,10.767,,,,,,,,,,,,,
2015/01/23 22:00,2015/01/24 00:00,0,0,0,10.389,,,,,,,,,,,,,
2015/01/23 23:00,2015/01/24 01:00,0,0,0,10.111,,,,,,,,,,,,,
2015/01/24 00:00,2015/01/24 02:00,0,0,0,9.768,,,,,,,,,,,,,
2015/01/24 01:00,2015/01/24 03:00,0,0,0,9.509,,,,,,,,,,,,,
2015/01/24 02:00,2015/01/24 04:00,0,0,0,9.223,,,,,,,,,,,,,
2015/01/24 03:00,2015/01/24 05:00,0,0,0,9.016,,,,,,,,,,,,,
2015/01/24 04:00,2015/01/24 06:00,0,0,0,8.935,,,,,,,,,,,,,
2015/01/24 05:00,2015/01/24 07:00,0.003,0.004,0.008,8.914,,,,,,,,,,,,,
2015/01/24 06:00,2015/01/24 08:00,0.1,0.052,0.071,10.32,,,,,,,,,,,,,
2015/01/24 07:00,2015/01/24 09:00,0.19,0.087,0.133,11.629,,,,,,,,,,,,,
2015/01/24 08:00,2015/01/24 10:00,0.243,0.101,0.178,12.288,,,,,,,,,,,,,
2015/01/24 09:00,2015/01/24 11:00,0.292,0.127,0.208,12.747,,,,,,,,,,,,,
2015/01/24 10:00,2015/01/24 12:00,0.334,0.165,0.218,13.035,,,,,,,,,,,,,
2015/01/24 11:00,2015/01/24 13:00,0.332,0.175,0.206,13.214,,,,,,,,,,,,,
